ID	Group	Init. Comp.	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind1048	95	S	3.22859	9.66798	21.2401	74.3643	1.02869	0.580688	1.92971	0.241019	0.707158	1.04127
Ind1049	95	S	11.3476	12.0011	14.7571	16.0486	-0.737278	0.464137	0.500571	-0.334725	-0.204278	-1.84922
Ind1050	96	E	no	0.289593	2.83584	11.0896	-1.07094	-0.202841	-0.804657	0.635717	0.12771	-0.419655
Ind1051	96	E	no	1.40418	5.19381	6.00004	1.13217	0.10886	1.83944	-0.177104	-0.727347	0.213711
Ind1052	96	S	23.5893	33.2688	78.0712	100.78	-1.363	-0.0711222	-0.888196	-0.0485443	0.922148	0.607981
Ind1053	96	S	3.54875	11.3305	11.8638	12.7006	-1.75437	0.609794	-0.421679	1.171	1.19261	-0.33004
Ind1054	96	S	4.43546	5.22046	7.35701	9.10225	0.34123	-0.170318	-0.104946	0.484093	-0.468179	-0.317555
Ind1055	96	S	0.876491	1.45562	1.97075	7.91785	0.0697717	0.8402	-0.396281	1.48286	0.612296	-0.0263601
Ind1056	96	S	1.68031	8.17209	18.8501	40.2135	0.981599	-1.15116	-0.764616	-0.0357906	0.106191	0.507487
Ind1057	96	S	1.35941	3.0363	4.10425	5.04999	0.417727	1.6246	2.89924	0.903831	0.49302	-1.50778
Ind1058	96	S	3.28703	5.81477	19.492	23.3997	-0.357542	-0.840499	0.0856443	0.365479	-0.761196	0.983576
Ind1059	96	S	27.8778	31.1839	37.751	38.4689	0.851185	0.476601	-1.52248	0.47845	-0.298246	0.784141
Ind1060	97	E	no	3.46275	3.8829	8.94016	-2.13771	-0.195588	1.93682	0.548309	1.12686	-0.952576
Ind1061	97	E	no	1.71312	2.47205	8.72257	-1.47191	-0.868976	-0.426109	-1.1972	-0.12628	-0.284951
Ind1062	97	S	no	no	no	no	0.174068	0.794414	-0.0421292	-0.351333	-0.336864	0.377848
Ind1063	97	S	no	no	no	no	0.695529	0.932066	1.5573	-0.671281	0.469928	0.724034
Ind1064	97	S	no	no	no	no	-1.40209	0.11759	0.0215585	0.473214	-0.519456	-1.67213
Ind1065	97	S	no	no	no	no	-0.360275	0.735979	0.267475	0.503301	0.132784	0.267961
Ind1066	97	S	no	no	no	no	-1.76365	-0.0126466	-0.1446	0.548878	0.770069	-1.879
Ind1067	97	S	no	no	no	no	1.63145	-0.243416	-0.517973	-1.93601	-1.1725	-0.112177
Ind1068	97	S	no	no	no	no	-2.29677	-0.614669	-0.429884	-0.393691	0.123798	0.303965
Ind1069	97	S	no	no	no	no	-0.943097	1.47564	-0.835088	-1.06094	-0.0477313	-0.0647123
Ind1070	98	E	no	2.2824	8.32763	8.34031	0.416441	-2.08624	-0.516576	-1.03225	-0.854223	0.856006
Ind1071	98	E	no	0.656935	1.69612	2.28681	0.0231501	1.43753	1.19461	-1.0876	0.152147	-1.5844
Ind1072	98	S	1.24805	4.36945	10.3221	13.0949	0.869938	0.509433	-0.579311	1.6436	-0.686382	1.0069
Ind1073	98	S	51.7147	60.7518	64.6601	70.7275	-2.20334	0.870957	-1.60751	-0.551505	0.186242	0.288172
Ind1074	98	S	0.982888	1.04076	5.70844	6.88912	1.04385	0.0647381	1.1589	-0.0024873	0.215927	-0.913116
Ind1075	98	S	1.15288	6.09311	11.0803	17.1603	-0.54795	-0.830883	-0.754925	-0.323823	-0.147379	0.366238
Ind1076	98	S	1.40386	1.43197	7.02828	8.34757	0.107572	0.13178	1.1903	-0.57776	-0.118806	-0.532803
Ind1077	98	S	2.26312	3.02456	3.24013	3.48216	1.54259	-0.114397	1.25122	-0.729657	-0.984373	-0.224078
Ind1078	98	S	no	no	no	no	-1.13544	-0.168407	0.603835	-2.02502	1.41706	-0.667138
Ind1079	98	S	1.67034	46.6956	55.6637	60.8053	0.266825	-1.56534	-1.54158	0.532138	0.173825	1.58696
Ind1080	99	E	no	0.501527	1.81601	6.16583	-1.48343	0.509124	-0.028265	-0.03547	-0.918189	0.13572
Ind1081	99	E	no	1.91817	6.22472	6.56018	0.796504	0.381385	-0.909638	0.855515	0.50481	0.140282
Ind1082	99	S	2.73125	3.03599	3.3997	3.74781	-1.10413	1.55131	-2.06508	1.04106	-0.375735	-1.06042
Ind1083	99	S	3.87367	6.74949	10.2879	15.2354	2.15167	-0.70764	1.95922	-0.989997	-0.450191	0.778169
Ind1084	99	S	9.19749	9.52624	9.753	9.82447	0.165933	1.53773	-0.903711	0.722331	-0.588337	-2.67307
Ind1085	99	S	12.2886	22.8929	23.9732	24.9447	-1.16745	1.99087	-1.3485	-0.305273	0.35992	-0.524929
Ind1086	99	S	no	no	no	no	-0.0155775	-2.72618	-1.20192	-0.502976	1.04225	0.388234
Ind1087	99	S	11.5023	11.5066	12.8457	12.9691	-0.0930753	0.63534	-0.306655	-1.43085	-0.077287	-0.552657
Ind1088	99	S	9.14993	12.0304	14.1706	14.5311	-0.994936	-0.501229	0.125638	-0.719247	-0.606119	0.572435
Ind1089	99	S	5.32543	7.24303	7.85504	11.0258	-0.829711	1.70267	-0.804351	0.50038	0.451219	-0.312227
Ind1090	100	E	no	2.81574	8.61684	76.0334	0.37014	-0.607895	0.258018	0.625886	0.667168	0.96714
Ind1091	100	E	no	38.6195	74.0486	85.3286	-1.02412	0.0154769	-0.48887	-0.0302465	1.12989	0.472732
Ind1092	100	S	3.85252	7.84331	24.6309	37.8408	0.793417	0.349077	1.59394	0.0944509	0.529168	1.06556
Ind1093	100	S	7.39449	10.9177	11.1002	11.5503	-0.185307	-0.506748	-1.49944	0.0479887	-0.448253	0.17436
Ind1094	100	S	5.47273	7.09898	8.23054	16.8063	-2.37738	-0.807665	-0.492201	0.340229	0.251842	-0.468466
Ind1095	100	S	4.66664	5.18526	5.99056	6.12516	0.59581	1.60245	1.39986	-0.277568	0.158297	-0.527399
Ind1096	100	S	3.21573	3.56195	4.00742	5.61006	-0.147045	1.242	0.240216	0.250134	0.141526	-0.273632
Ind1097	100	S	4.28544	5.0542	19.8954	20.4891	1.0925	1.14153	0.907635	0.24273	-0.760782	0.270822
Ind1098	100	S	5.15946	11.2391	18.3193	20.8024	-0.518369	0.598266	-0.98663	-0.116702	-0.257272	0.481328
Ind1099	100	S	4.25353	4.27034	5.11654	6.88828	-1.82714	0.937	0.748039	1.04363	0.199382	-1.65295
Ind1100	101	E	no	5.32635	9.45934	9.84501	-0.0836878	-0.555409	1.44705	0.555278	0.87093	-1.14921
Ind1101	101	E	no	0.610637	1.33205	1.43835	1.26837	0.390124	2.14073	0.662395	-0.658629	-1.17651
Ind1102	101	S	no	no	no	no	-0.642145	-0.493491	-0.235391	-1.49507	0.904637	0.0459384
Ind1103	101	S	0.625228	0.852235	2.13088	2.68941	1.61697	0.2172	0.913356	2.49818	-1.31799	-0.292486
Ind1104	101	S	1.3761	40.8333	43.8453	54.5296	1.04652	-2.16095	0.335472	0.497961	0.170494	1.82982
Ind1105	101	S	1.33458	2.93412	8.25762	20.9432	-0.173821	0.342321	0.375273	-0.581875	0.30497	-0.0840375
Ind1106	101	S	no	no	no	no	0.338237	-1.0196	0.395633	-1.72502	0.290048	-0.0868785
Ind1107	101	S	1.17943	6.07039	25.7467	35.4927	-1.00303	0.586728	-0.343071	-0.790539	-0.325798	0.717242
Ind1108	101	S	0.959102	2.32214	2.69035	2.83403	2.79577	-0.393437	1.1723	1.08472	-0.77289	-1.3986
Ind1109	101	S	2.81236	3.6022	3.6261	3.82348	-0.341886	0.0174333	0.498109	-0.671734	-1.27439	-0.539125
Ind1110	102	E	no	9.80564	16.2355	21.2191	0.35874	0.43815	-0.219292	-0.569693	0.294233	0.285568
Ind1111	102	E	no	4.94585	7.67525	11.8647	-1.44782	-0.262804	1.03484	-0.292492	0.0044541	0.339674
Ind1112	102	S	5.17414	5.5021	5.96951	6.57319	0.85403	0.369822	0.921486	1.19664	-0.666731	-0.265082
Ind1113	102	S	17.6924	18.337	18.6357	18.6973	-1.9069	1.01786	-1.07154	-1.15741	-1.44541	-0.208643
Ind1114	102	S	15.0885	16.0235	22.3116	26.1708	1.23465	0.54451	-0.5555	0.409688	0.406841	-0.816398
Ind1115	102	S	16.7107	17.9345	20.4365	22.4999	-0.30087	-0.329249	-0.703122	0.00903324	-0.8528	0.619722
Ind1116	102	S	16.7834	17.7782	17.8786	18.2376	-1.3964	-0.14663	1.07302	-1.03849	-0.303068	-0.850483
Ind1117	102	S	15.8235	16.2811	17.4624	18.1816	-1.15343	0.597591	-1.73279	-0.0336892	0.686422	-0.855683
Ind1118	102	S	25.6516	25.8514	26.015	26.1302	0.245894	1.58796	-1.33021	0.014267	-0.92126	-2.08774
Ind1119	102	S	13.9018	13.9547	17.4633	19.7648	0.924276	0.532961	0.649489	-0.300083	-0.752021	0.439057
Ind1120	103	E	no	0.174545	1.64034	8.29958	-1.22925	0.555203	-0.845966	0.408892	0.933222	-1.52757
Ind1121	103	E	no	0.407219	1.49119	3.99185	-1.60192	0.588006	-1.19803	-0.196118	0.750313	-1.26102
Ind1122	103	S	0.715842	11.6032	19.784	20.9164	-0.504442	-1.79598	0.0910314	0.600776	0.386673	0.364492
Ind1123	103	S	0.880326	5.26618	9.22514	13.3305	0.160233	0.273651	0.411436	0.924833	0.566298	-0.065939
Ind1124	103	S	6.37574	16.179	17.6396	32.9594	1.05153	-0.0788709	-0.0514995	-0.209809	-1.26754	2.4839
Ind1125	103	S	18.0761	22.196	22.4371	27.8738	0.86442	-1.07182	-1.03184	-0.761166	0.176463	-0.524881
Ind1126	103	S	31.6751	38.5216	38.865	44.7935	-1.73881	0.572493	0.257808	-1.15739	0.239971	-0.0582189
Ind1127	103	S	6.40157	95.8466	129.637	184.356	0.240838	0.115936	-0.0544232	0.794795	0.346974	2.00164
Ind1128	103	S	22.1377	24.4571	25.1075	28.2458	-0.567096	-0.150855	-1.71532	0.452689	-0.45706	-0.210394
Ind1129	103	S	21.5905	21.6061	25.5407	26.1892	2.39254	0.314347	-1.13576	0.619205	-0.0655929	-0.569689
Ind1130	104	E	no	0.802064	2.17628	2.53729	1.01473	-1.42659	1.06643	-0.514425	-0.958452	0.540516
Ind1131	104	E	no	0.00963151	2.65422	11.3997	-0.4628	0.999166	0.456457	-0.264986	-0.556128	1.18534
Ind1132	104	S	0.674493	19.4633	23.198	31.7739	1.26006	-0.760324	2.01055	-0.471995	1.62488	-0.846615
Ind1133	104	S	0.543613	3.60711	5.74453	8.88877	1.25898	0.235539	0.412951	0.740235	-1.40526	1.40206
Ind1134	104	S	2.56596	3.8728	4.47731	5.14282	0.468643	0.428765	0.405986	-0.00297856	-0.289461	-1.53428
Ind1135	104	S	2.12354	4.83247	4.90655	7.28324	-0.567652	1.809	0.939684	0.456466	-0.236933	-1.19206
Ind1136	104	S	5.28919	19.5165	20.6246	21.2512	-0.728034	-1.64528	-0.00501409	0.0225093	-0.986347	2.12922
Ind1137	104	S	5.58749	14.4834	50.7882	64.5398	-0.155069	-1.80125	-0.229425	-0.0359209	0.0192868	1.11326
Ind1138	104	S	4.46399	8.57115	10.2964	11.3575	1.25146	-0.581438	-0.372257	0.633311	0.45172	-0.0698391
Ind1139	104	S	0.448877	5.89247	8.35384	10.5349	0.251699	-0.428397	1.13877	-0.75956	-0.585514	0.11114
Ind1140	105	E	no	24.7723	97.3958	104.172	-0.730785	-0.752701	0.0578115	-0.901034	1.21076	0.466631
Ind1141	105	E	no	0.466543	2.09853	15.8534	0.774324	1.26474	-0.192267	0.188725	0.656737	-0.531837
Ind1142	105	S	3.76613	9.07585	9.09678	24.2035	-1.54339	0.654768	-0.924445	0.341423	-0.03875	0.933208
Ind1143	105	S	1.91513	22.3517	28.7132	30.5134	-0.709197	0.361406	2.02364	-0.689032	0.506981	0.246574
Ind1144	105	S	0.52303	2.11693	30.9761	31.4472	0.953398	0.544565	1.35354	-0.319514	-0.612924	1.27205
Ind1145	105	S	6.58143	7.26313	7.74706	8.12026	-2.2144	1.64863	-0.303653	-1.59184	0.831916	-2.40616
Ind1146	105	S	0.872414	2.91376	3.41926	14.8161	0.485199	1.12361	1.65241	-0.0542439	-0.184083	-0.569479
Ind1147	105	S	0.515599	11.3404	15.9302	17.4457	0.149615	0.25034	1.46173	-0.446128	0.12563	0.481194
Ind1148	105	S	3.7709	5.55147	6.84068	12.0665	-0.869802	0.248644	-1.30658	-1.09558	0.449969	-0.757806
Ind1149	105	S	3.93111	14.7288	25.0061	27.8104	0.854032	-2.34027	-0.957189	0.246242	-0.835048	1.10317
Ind1150	106	E	no	3.39611	13.2534	15.7014	-0.739716	-0.0560038	0.502183	1.16724	-0.712276	2.02723
Ind1151	106	E	no	4.70274	8.30078	8.87715	-0.102888	-1.10851	-1.34813	-1.15109	-0.804782	0.0770731
Ind1152	106	S	6.08792	12.911	14.0435	14.418	0.22382	1.30715	0.163123	1.0388	-0.447314	-0.215675
Ind1153	106	S	40.4556	40.4854	77.8557	82.9754	1.0281	-1.24435	0.602672	-1.46241	0.242176	1.13129
Ind1154	106	S	12.4592	39.1798	43.6169	53.144	0.676468	1.13286	0.248263	0.678871	1.30877	0.158415
Ind1155	106	S	11.8935	14.5732	27.7424	29.7408	1.84298	-1.48998	0.220517	0.040707	0.0191406	1.25288
Ind1156	106	S	12.6779	15.4889	16.781	17.119	-1.76352	1.1522	0.405231	1.06263	0.505821	-0.584344
Ind1157	106	S	26.3236	26.3458	26.3716	26.5791	1.02503	0.415271	-1.15698	0.193458	-0.521342	-1.90016
Ind1158	106	S	6.94562	11.9817	15.864	27.2455	0.967954	-0.583843	1.05025	-0.289359	0.72565	0.0492065
Ind1159	106	S	41.7728	41.7844	41.7898	41.8042	1.50023	-0.414679	-1.26311	0.514585	-1.2128	-0.325381
Ind1160	107	E	no	3.0807	3.13089	3.69006	-0.877422	-0.298893	-0.316113	1.09363	1.13233	-0.535388
Ind1161	107	E	no	1.24711	10.5382	10.7751	-0.802904	0.31313	-0.657673	0.0978384	0.657553	-0.332414
Ind1162	107	S	6.74619	16.8743	17.4296	19.3248	0.500024	8.10562e-05	0.913897	0.0792963	0.891224	-0.477289
Ind1163	107	S	6.69783	20.1032	25.2581	30.1875	0.915609	-0.604943	0.67939	0.238798	0.386353	-0.0446021
Ind1164	107	S	7.77589	32.5269	56.3089	74.5699	-1.09517	-1.87197	-1.00977	0.464786	-0.0683203	1.29493
Ind1165	107	S	7.25867	7.47026	11.769	19.9213	-0.82126	-0.607017	0.62747	-0.929828	0.539651	-0.403516
Ind1166	107	S	2.10902	6.65488	7.51155	9.79516	1.2137	1.81667	-0.627463	1.97888	0.306569	-0.430729
Ind1167	107	S	6.84483	11.0822	16.5935	22.72	0.25705	0.825603	1.5527	-0.7988	-0.173699	0.634088
Ind1168	107	S	13.0006	18.6936	26.8769	31.5793	-0.607786	-0.00879975	-0.146914	-1.15584	0.398818	0.87251
Ind1169	107	S	8.22933	10.542	27.2149	30.0111	-0.485764	0.330538	-0.433627	0.160519	0.428133	0.508933
Ind1170	108	E	no	0.603411	1.83277	1.87909	-1.4699	0.151938	-1.95324	-1.12549	0.807358	-1.71229
Ind1171	108	E	no	0.190443	1.69822	1.76725	0.474469	0.0297241	1.03011	-0.295047	-0.680107	-0.737776
Ind1172	108	S	0.954315	41.7246	60.0922	60.266	-1.10005	-0.45567	0.640319	-0.98343	0.774293	1.03697
Ind1173	108	S	10.6029	45.6339	78.1204	80.4271	0.389558	-1.02437	-0.155632	-0.630948	-0.0594049	1.49916
Ind1174	108	S	9.02053	35.7225	49.1274	59.3616	0.563162	-1.10077	1.40315	-0.0361035	0.713395	-0.236029
Ind1175	108	S	5.7751	16.4262	18.2323	20.0772	0.779543	1.18986	0.310786	0.76732	-0.996324	1.42146
Ind1176	108	S	0.540202	9.0298	11.6654	11.8041	0.364149	-1.14932	0.2471	0.973279	0.0189508	0.887993
Ind1177	108	S	17.1912	17.2249	17.7311	17.9998	1.08311	-0.285904	-0.323287	-0.892163	-0.694167	-1.38701
Ind1178	108	S	1.55755	5.57674	13.9357	19.0891	0.985696	-0.460186	0.18956	0.00535825	0.087155	0.108134
Ind1179	108	S	16.9592	17.755	18.0132	18.4027	-0.255606	-1.66129	0.300806	-0.956555	-1.16627	-0.307772
Ind1180	109	E	no	3.81171	20.146	20.4565	0.878724	-1.04376	1.05621	-0.397154	0.512649	0.737526
Ind1181	109	E	no	0.0261634	1.70948	2.59977	0.838331	-0.286833	-0.381967	0.466619	0.826952	-1.84669
Ind1182	109	S	no	no	no	no	0.538164	-2.17934	0.279412	-1.773	-0.372601	1.05557
Ind1183	109	S	1.66086	2.93708	5.8002	12.598	-0.582847	-2.12697	-1.88334	-0.0654401	0.0341304	-0.0288838
Ind1184	109	S	75.0874	88.5743	94.183	99.4317	-2.19859	-0.210493	-0.256411	-1.55851	0.334402	0.658801
Ind1185	109	S	1.06858	2.79731	3.17629	4.72381	0.129403	-0.122365	0.122623	0.676652	-0.32543	-0.545204
Ind1186	109	S	1.35778	3.75141	4.72184	4.95965	-0.805119	0.409946	0.0126041	0.441209	-0.0185226	-0.347334
Ind1187	109	S	2.41434	63.3408	101.068	108.396	-0.0444891	-0.826279	0.488154	-0.136177	1.04143	1.72909
Ind1188	109	S	1.90563	2.22791	7.35806	9.69987	1.3833	1.16818	-0.510366	1.25579	-0.0473416	-0.414954
Ind1189	109	S	0.811024	0.942314	1.65802	1.73241	2.00425	-0.0522779	1.39959	0.391748	-0.469551	-1.78936
Ind1190	110	E	no	4.87047	4.89537	5.6727	-0.477367	0.443729	-0.093774	-1.7102	-1.0126	-0.16487
Ind1191	110	E	no	0.5148	1.33803	2.21196	0.974992	-0.933175	-1.43283	0.129799	-0.377544	0.413203
Ind1192	110	S	28.1009	29.0452	38.5304	40.6055	-0.662893	-0.4109	0.209188	-0.611514	-0.153306	0.786634
Ind1193	110	S	27.8047	27.8796	27.979	30.0947	-0.386988	-1.34184	-0.998708	0.0218617	-1.03537	-0.054758
Ind1194	110	S	no	no	no	no	0.210011	-0.205814	-1.48158	-0.624366	1.17068	0.879374
Ind1195	110	S	no	no	no	no	1.66404	-0.610876	0.288599	-0.266942	-1.46238	0.564564
Ind1196	110	S	18.0259	19.1067	19.5581	20.0555	-0.16144	-1.463	0.423312	0.852964	0.166377	-0.52761
Ind1197	110	S	5.23596	9.00872	23.1985	24.9409	-1.31677	0.895852	0.145224	-0.772973	0.24705	0.155032
Ind1198	110	S	9.02846	9.69047	12.4056	12.6381	0.450319	-0.516104	-0.400739	1.84226	-0.549981	-0.767273
Ind1199	110	S	10.1889	17.7414	25.2393	29.3836	0.125566	0.850845	-0.199297	-0.310624	1.04977	-0.910253
Ind1200	111	E	no	0.543054	3.47765	3.48857	-0.0726399	1.3181	-0.932807	-0.0261247	-0.145102	-0.51883
Ind1201	111	E	no	5.94968	14.6261	16.1936	0.906328	-0.112373	1.47787	-1.07294	0.0657881	0.325597
Ind1202	111	S	1.86193	12.3255	19.9611	33.8918	-1.21671	-2.07323	-1.34046	-0.34308	0.297247	0.81302
Ind1203	111	S	1.06206	1.55908	8.55847	27.8419	1.21423	-1.65196	-0.0809704	2.08642	-0.208262	1.06634
Ind1204	111	S	1.57536	4.07464	4.07822	4.25482	-0.301455	1.32536	0.207061	-0.128991	-0.201767	-1.58969
Ind1205	111	S	2.94171	4.17607	4.28646	4.46494	1.83865	0.918508	0.585492	1.09798	-0.82731	-0.607849
Ind1206	111	S	no	no	no	no	-0.444992	-0.14259	-0.367085	-1.23594	0.548423	-0.55316
Ind1207	111	S	8.67028	8.73368	9.20278	12.3226	0.770185	-0.953112	-0.219729	0.149647	-1.05366	0.551694
Ind1208	111	S	2.54086	2.76638	3.10551	4.00768	-0.484639	1.78745	1.00352	0.892926	1.17643	-2.71036
Ind1209	111	S	3.86993	10.5733	12.3962	12.5092	-2.23162	-0.23228	-0.206643	0.486765	-0.0237195	-0.208954
Ind1210	112	E	no	1.01106	1.37077	2.69489	0.265889	0.418907	-0.263198	-0.289779	-1.61143	0.715361
Ind1211	112	E	no	0.288176	9.41931	24.8096	3.14892	-1.98537	-0.168789	0.994015	-0.661991	1.19394
Ind1212	112	S	0.439956	0.517212	0.933224	1.76026	0.154593	-0.942624	0.0321921	0.528008	-0.268069	-1.54682
Ind1213	112	S	3.58421	3.71657	4.03291	4.12494	-0.358345	0.0133952	-0.33512	-0.470175	-0.107392	-1.42622
Ind1214	112	S	1.16415	2.40809	8.80028	9.96335	0.231732	0.191414	0.100039	-0.0185461	0.2484	0.0478343
Ind1215	112	S	0.316333	0.329594	0.403913	0.583165	-0.479131	1.00169	1.23705	0.880502	-0.602957	-2.4145
Ind1216	112	S	0.344928	4.69396	22.7489	45.74	0.421694	-0.718325	0.377704	0.0478303	0.147891	1.0256
Ind1217	112	S	1.30018	9.09587	13.0882	13.4269	-0.147412	0.458824	0.50486	0.2595	-0.156384	-0.279903
Ind1218	112	S	4.23547	5.46759	5.53166	7.73864	0.184724	-0.113155	-0.607911	-0.127475	0.474471	-1.1905
Ind1219	112	S	2.3201	5.34487	6.17277	8.36315	-0.896753	-0.555204	0.646309	-0.128738	-0.963689	-0.0658215
Ind1220	113	E	no	3.97172	5.24598	6.65911	-1.81031	-0.666311	-2.08202	0.441595	0.367428	-0.195615
Ind1221	113	E	no	0.479539	3.37485	4.99582	1.31702	-1.53772	-0.214944	0.50757	-0.858139	0.96162
Ind1222	113	S	5.7204	5.83291	6.25831	6.40949	-0.774051	0.74507	0.953226	0.185969	-1.52643	-0.62833
Ind1223	113	S	9.82899	14.2032	14.8734	15.2072	-2.14369	-0.888717	-1.23024	-0.0383564	-0.0287502	-1.05806
Ind1224	113	S	0.568743	0.730129	0.989584	1.1709	-1.11135	1.58859	0.171747	1.07378	-0.00746551	-1.72635
Ind1225	113	S	2.34365	2.85453	10.9591	14.7911	-1.15973	-0.964992	0.177648	0.327904	0.434554	0.0960372
Ind1226	113	S	1.12435	6.92161	29.2796	30.1327	1.10885	-0.147738	0.249056	0.852108	-0.275096	0.164411
Ind1227	113	S	10.1466	11.7197	20.4947	24.9954	-0.491302	-0.414946	-0.102656	-0.399821	-0.229735	0.0392736
Ind1228	113	S	8.49899	8.77476	9.74693	9.93808	0.988673	1.40786	-0.182342	-0.361959	0.167042	-0.991357
Ind1229	113	S	8.42549	16.8742	17.909	18.986	1.93237	0.965952	1.17223	-0.560932	0.762456	-0.648512
Ind1230	114	E	no	15.6848	16.1955	27.3079	-0.314667	-0.185285	-1.21763	-1.17894	0.576175	-0.590665
Ind1231	114	E	no	8.7042	29.9032	39.8206	-0.0318274	-0.930825	1.50831	0.312799	0.0444204	1.73286
Ind1232	114	S	12.6464	14.1628	14.5507	20.8276	-1.20979	0.625425	0.159554	0.0519601	0.0557644	-0.42939
Ind1233	114	S	12.6536	19.5329	22.3414	28.504	1.96797	-0.602646	1.47537	1.47718	0.848158	-0.0665017
Ind1234	114	S	12.5891	16.176	16.3708	16.9254	-0.759224	0.0196038	-0.144657	-0.409005	-0.0488716	-0.54264
Ind1235	114	S	11.8275	12.5636	16.9184	19.5293	2.18965	-0.268225	0.666717	0.695572	-0.237398	0.985335
Ind1236	114	S	28.1533	60.4953	61.5427	68.2949	1.77141	-1.88806	0.914961	-1.26503	-0.193894	0.822577
Ind1237	114	S	15.6942	19.2955	96.7638	140.645	0.200728	-2.02738	-1.96552	-0.459312	0.0748965	2.07088
Ind1238	114	S	13.1557	49.9829	54.3874	57.8705	0.0769258	-0.386202	0.806696	0.187929	0.76981	0.401296
Ind1239	114	S	12.9173	13.4848	14.0664	14.7546	-0.647335	1.37657	-0.902051	1.55117	0.26411	-1.19225
Ind1240	115	E	no	1.82872	8.41953	10.2613	0.977648	-0.292081	0.452627	-0.344449	1.08315	-0.526737
Ind1241	115	E	no	35.6413	40.9676	43.3575	-0.68205	0.286482	0.136666	-0.723708	1.63797	0.367428
Ind1242	115	S	6.18247	12.3337	13.7492	21.7612	-0.173854	-0.303477	1.38059	1.16732	0.58825	0.0279392
Ind1243	115	S	8.14989	105.852	115.318	136.24	-0.279483	-1.31001	0.00355997	0.13906	0.309632	1.85796
Ind1244	115	S	17.577	18.5042	23.0858	27.987	0.0936764	-1.0609	-1.29862	-0.288009	-0.241946	0.775195
Ind1245	115	S	8.92483	10.086	12.3714	12.5125	-0.838976	-0.232679	-0.402745	0.343269	-0.179601	-0.777335
Ind1246	115	S	1.9109	15.3499	122.895	136.48	1.30819	-0.873718	-0.479251	-0.0956399	0.712435	1.07764
Ind1247	115	S	3.03558	16.8799	21.262	26.9995	0.357016	-0.466078	0.939715	0.197745	1.32051	-0.152834
Ind1248	115	S	29.2842	30.2043	38.9858	42.1928	-0.984889	-0.708223	-1.00506	-0.139587	-0.146929	0.881407
Ind1249	115	S	10.1279	10.2496	10.6214	13.8954	-0.0301844	-0.151194	-0.702488	-0.339728	0.337576	-0.339096
Ind1250	116	E	no	33.1906	39.202	101.605	-0.231935	0.0259299	-0.0108282	-0.676671	0.484877	0.53648
Ind1251	116	E	no	5.75314	8.88493	23.4829	-3.95578	-0.241422	-1.22771	-0.982398	0.986525	0.231796
Ind1252	116	S	79.4111	79.9889	80.3825	80.4639	-1.27664	0.819019	-0.717457	-1.0326	-0.965223	-1.76125
Ind1253	116	S	19.5828	20.0248	21.4799	23.5256	-1.30653	0.28732	-0.398813	1.45373	-0.0609415	-1.42961
Ind1254	116	S	20.432	21.1537	23.5254	23.6358	-1.01182	1.17985	0.139619	-0.0582073	-0.748509	-0.0896036
Ind1255	116	S	18.0213	19.0563	24.1026	32.3328	-0.8736	1.51365	0.451557	0.129101	0.102694	0.14696
Ind1256	116	S	21.3707	26.9692	31.8497	32.3412	-0.339068	1.07555	-0.1613	0.975101	0.827274	-1.05237
Ind1257	116	S	19.9817	21.2049	25.4153	27.6569	1.18924	0.598855	1.27477	0.0857956	1.47749	-1.26475
Ind1258	116	S	19.7257	19.8324	27.9729	29.0847	-0.345055	1.52153	1.36704	0.296516	0.0554077	-0.724454
Ind1259	116	S	21.3183	53.9144	66.1489	82.6263	-0.659035	0.285311	0.49887	-0.700185	1.27799	0.892334
Ind1260	117	E	no	13.1794	22.1281	47.007	0.0669627	-1.08617	0.528286	-0.13893	1.07206	0.417626
Ind1261	117	E	no	4.52932	8.50404	18.9284	-0.00203594	0.306609	-0.123926	-1.16613	0.898236	-0.501233
Ind1262	117	S	no	no	no	no	-1.49344	-0.043015	-0.609024	0.69885	0.317196	-1.40848
Ind1263	117	S	no	no	no	no	-0.66558	-0.352719	-2.71588	-0.383359	0.173287	0.676793
Ind1264	117	S	8.26277	8.48825	10.8034	10.8555	0.446029	0.0196311	0.840651	0.0491215	-0.971722	-1.05345
Ind1265	117	S	no	no	no	no	-0.935423	-0.621523	-1.2905	-0.00200808	-0.293204	0.36209
Ind1266	117	S	13.4121	13.4991	14.0152	14.0548	0.556744	-1.07244	0.769887	-1.00809	-1.93518	-0.539205
Ind1267	117	S	no	no	no	no	1.59516	-1.6368	-0.454591	-0.887185	0.431683	0.628793
Ind1268	117	S	6.17462	7.96335	13.9336	16.1203	-1.18154	-0.0450052	-0.480736	0.913868	0.433994	0.081938
Ind1269	117	S	31.5248	32.9962	34.9237	35.6274	0.0581138	-0.0336423	0.153431	0.230719	-0.194456	-0.21057
Ind1270	118	E	no	0.0599907	0.404475	0.712464	-0.32834	0.644331	-0.571254	-0.924308	-0.758985	-0.904524
Ind1271	118	E	no	0.0035246	3.23239	12.7015	0.217996	-1.33091	-1.82628	-0.618101	-1.28842	0.915093
Ind1272	118	S	2.42834	6.39501	6.48424	10.0544	-0.51221	-0.220938	-0.315166	-0.116654	0.276506	-0.853277
Ind1273	118	S	10.8567	13.7794	39.759	57.6036	0.32953	-0.270382	-1.69883	-0.518563	0.478211	0.526624
