Ind1	Ind2	Value
1062	257	0.25
1062	334	0.25
1062	405	0.25
1062	455	0.25
1062	545	0.25
1062	579	0.25
1062	824	0.25
1062	849	0.25
1062	914	0.25
1062	948	0.25
1062	952	0.25
1062	1030	0.25
1062	1062	1
1062	1488	0.25
1062	1628	0.25
1062	1747	0.25
1062	1955	0.25
1062	1964	0.25
1062	2023	0.25
1063	87	0.5
1063	162	0.25
1063	360	0.25
1063	364	0.25
1063	461	0.25
1063	473	0.25
1063	546	0.25
1063	572	0.25
1063	872	0.25
1063	996	0.25
1063	1063	1
1063	1100	0.25
1063	1163	0.25
1063	1233	0.25
1063	1300	0.25
1063	1441	0.25
1063	1450	0.25
1063	1737	0.25
1063	1765	0.25
1063	1799	0.25
1063	1877	0.25
1064	68	0.5
1064	173	0.25
1064	273	0.25
1064	485	0.25
1064	596	0.25
1064	639	0.25
1064	670	0.25
1064	675	0.25
1064	1064	1
1064	1085	0.25
1064	1126	0.25
1064	1170	0.25
1064	1263	0.25
1064	1579	0.25
1064	1650	0.25
1064	1733	0.25
1064	1805	0.25
1064	1823	0.25
1064	1857	0.25
1064	1867	0.25
1064	1997	0.25
1065	1	0.5
1065	100	0.25
1065	193	0.25
1065	289	0.25
1065	343	0.25
1065	362	0.25
1065	382	0.25
1065	482	0.25
1065	667	0.25
1065	799	0.25
1065	866	0.25
1065	871	0.25
1065	931	0.25
1065	968	0.25
1065	1037	0.25
1065	1065	1
1065	1134	0.25
1065	1299	0.25
1065	1340	0.25
1065	1360	0.25
1065	2007	0.25
1066	4	0.5
1066	188	0.25
1066	505	0.25
1066	527	0.25
1066	570	0.25
1066	655	0.25
1066	1066	1
1066	1217	0.25
1066	1251	0.25
1066	1304	0.25
1066	1438	0.25
1066	1473	0.25
1066	1588	0.25
1066	1621	0.25
1066	1647	0.25
1066	1787	0.25
1066	1849	0.25
1066	1908	0.25
1066	1951	0.25
1066	2000	0.25
1066	2096	0.25
1067	22	0.5
1067	108	0.25
1067	160	0.25
1067	230	0.25
1067	234	0.25
1067	567	0.25
1067	772	0.25
1067	1067	1
1067	1179	0.25
1067	1191	0.25
1067	1270	0.25
1067	1281	0.25
1067	1342	0.25
1067	1408	0.25
1067	1758	0.25
1067	1780	0.25
1067	1781	0.25
1067	1824	0.25
1067	1896	0.25
1067	2042	0.25
1067	2046	0.25
1068	2	0.5
1068	172	0.25
1068	400	0.25
1068	483	0.25
1068	568	0.25
1068	791	0.25
1068	855	0.25
1068	892	0.25
1068	975	0.25
1068	1056	0.25
1068	1068	1
1068	1225	0.25
1068	1252	0.25
1068	1328	0.25
1068	1346	0.25
1068	1348	0.25
1068	1350	0.25
1068	1526	0.25
1068	1627	0.25
1068	1685	0.25
1068	1898	0.25
1069	91	0.5
1069	113	0.25
1069	339	0.25
1069	378	0.25
1069	513	0.25
1069	789	0.25
1069	900	0.25
1069	949	0.25
1069	1008	0.25
1069	1069	1
1069	1187	0.25
1069	1208	0.25
1069	1224	0.25
1069	1302	0.25
1069	1376	0.25
1069	1482	0.25
1069	1601	0.25
1069	1769	0.25
1069	1784	0.25
1069	1880	0.25
1069	2002	0.25
1070	67	0.5
1070	285	0.25
1070	329	0.25
1070	340	0.25
1070	353	0.25
1070	389	0.25
1070	454	0.25
1070	472	0.25
1070	600	0.25
1070	705	0.25
1070	721	0.25
1070	923	0.25
1070	965	0.25
1070	1015	0.25
1070	1070	1
1070	1120	0.25
1070	1392	0.25
1070	1569	0.25
1070	1814	0.25
1070	1991	0.25
1070	2068	0.25
1071	82	0.5
1071	145	0.25
1071	164	0.25
1071	169	0.25
1071	283	0.25
1071	479	0.25
1071	539	0.25
1071	560	0.25
1071	593	0.25
1071	606	0.25
1071	634	0.25
1071	716	0.25
1071	770	0.25
1071	938	0.25
1071	969	0.25
1071	992	0.25
1071	1071	1
1071	1099	0.25
1071	1176	0.25
1071	1301	0.25
1071	2093	0.25
1072	97	0.5
1072	142	0.25
1072	225	0.25
1072	246	0.25
1072	288	0.25
1072	431	0.25
1072	829	0.25
1072	848	0.25
1072	881	0.25
1072	951	0.25
1072	973	0.25
1072	1072	1
1072	1431	0.25
1072	1536	0.25
1072	1587	0.25
1072	1699	0.25
1072	1734	0.25
1072	1837	0.25
1072	1946	0.25
1072	1974	0.25
1072	1998	0.25
1073	66	0.5
1073	241	0.25
1073	244	0.25
1073	446	0.25
1073	509	0.25
1073	614	0.25
1073	1013	0.25
1073	1073	1
1073	1081	0.25
1073	1220	0.25
1073	1223	0.25
1073	1268	0.25
1073	1357	0.25
1073	1365	0.25
1073	1602	0.25
1073	1610	0.25
1073	1615	0.25
1073	1696	0.25
1073	1924	0.25
1073	2076	0.25
1073	2078	0.25
1074	65	0.5
1074	220	0.25
1074	703	0.25
1074	746	0.25
1074	784	0.25
1074	800	0.25
1074	826	0.25
1074	828	0.25
1074	887	0.25
1074	920	0.25
1074	1074	1
1074	1092	0.25
1074	1246	0.25
1074	1509	0.25
1074	1543	0.25
1074	1748	0.25
1074	1753	0.25
1074	1866	0.25
1074	1985	0.25
1074	2011	0.25
1074	2062	0.25
1075	71	0.5
1075	177	0.25
1075	267	0.25
1075	311	0.25
1075	589	0.25
1075	845	0.25
1075	852	0.25
1075	895	0.25
1075	1075	1
1075	1186	0.25
1075	1254	0.25
1075	1286	0.25
1075	1311	0.25
1075	1326	0.25
1075	1411	0.25
1075	1472	0.25
1075	1549	0.25
1075	1654	0.25
1075	1902	0.25
1075	1996	0.25
1075	2092	0.25
1076	13	0.5
1076	115	0.25
1076	153	0.25
1076	175	0.25
1076	190	0.25
1076	208	0.25
1076	263	0.25
1076	465	0.25
1076	525	0.25
1076	846	0.25
1076	1076	1
1076	1226	0.25
1076	1250	0.25
1076	1267	0.25
1076	1515	0.25
1076	1756	0.25
1076	1778	0.25
1076	1844	0.25
1076	1865	0.25
1076	1960	0.25
1076	2003	0.25
1077	16	0.5
1077	125	0.25
1077	306	0.25
1077	317	0.25
1077	411	0.25
1077	457	0.25
1077	537	0.25
1077	624	0.25
1077	819	0.25
1077	869	0.25
1077	1035	0.25
1077	1077	1
1077	1131	0.25
1077	1363	0.25
1077	1477	0.25
1077	1530	0.25
1077	1741	0.25
1077	1851	0.25
1077	1873	0.25
1077	1929	0.25
1077	2035	0.25
1078	23	0.5
1078	165	0.25
1078	274	0.25
1078	319	0.25
1078	380	0.25
1078	562	0.25
1078	591	0.25
1078	699	0.25
1078	867	0.25
1078	882	0.25
1078	1060	0.25
1078	1078	1
1078	1111	0.25
1078	1323	0.25
1078	1434	0.25
1078	1566	0.25
1078	1806	0.25
1078	1909	0.25
1078	1930	0.25
1078	2014	0.25
1078	2021	0.25
1079	60	0.5
1079	256	0.25
1079	349	0.25
1079	642	0.25
1079	692	0.25
1079	768	0.25
1079	946	0.25
1079	958	0.25
1079	1049	0.25
1079	1079	1
1079	1385	0.25
1079	1390	0.25
1079	1480	0.25
1079	1490	0.25
1079	1608	0.25
1079	1616	0.25
1079	1645	0.25
1079	1712	0.25
1079	1785	0.25
1079	1850	0.25
1079	1860	0.25
1080	77	0.5
1080	128	0.25
1080	207	0.25
1080	416	0.25
1080	480	0.25
1080	495	0.25
1080	734	0.25
1080	903	0.25
1080	956	0.25
1080	1080	1
1080	1109	0.25
1080	1190	0.25
1080	1210	0.25
1080	1462	0.25
1080	1546	0.25
1080	1620	0.25
1080	1732	0.25
1080	1751	0.25
1080	1777	0.25
1080	1861	0.25
1080	1956	0.25
1081	66	0.5
1081	241	0.25
1081	244	0.25
1081	446	0.25
1081	509	0.25
1081	614	0.25
1081	1013	0.25
1081	1073	0.25
1081	1081	1
1081	1220	0.25
1081	1223	0.25
1081	1268	0.25
1081	1357	0.25
1081	1365	0.25
1081	1602	0.25
1081	1610	0.25
1081	1615	0.25
1081	1696	0.25
1081	1924	0.25
1081	2076	0.25
1081	2078	0.25
1082	19	0.5
1082	123	0.25
1082	141	0.25
1082	163	0.25
1082	211	0.25
1082	687	0.25
1082	778	0.25
1082	795	0.25
1082	822	0.25
1082	916	0.25
1082	1082	1
1082	1335	0.25
1082	1341	0.25
1082	1396	0.25
1082	1425	0.25
1082	1634	0.25
1082	1855	0.25
1082	1882	0.25
1082	1907	0.25
1082	1975	0.25
1082	2090	0.25
1083	76	0.5
1083	122	0.25
1083	138	0.25
1083	284	0.25
1083	551	0.25
1083	554	0.25
1083	709	0.25
1083	875	0.25
1083	877	0.25
1083	1083	1
1083	1423	0.25
1083	1456	0.25
1083	1499	0.25
1083	1534	0.25
1083	1635	0.25
1083	1690	0.25
1083	1791	0.25
1083	1845	0.25
1083	1914	0.25
1083	1945	0.25
1083	2064	0.25
1084	54	0.5
1084	223	0.25
1084	294	0.25
1084	314	0.25
1084	506	0.25
1084	561	0.25
1084	602	0.25
1084	700	0.25
1084	810	0.25
1084	836	0.25
1084	1001	0.25
1084	1036	0.25
1084	1084	1
1084	1106	0.25
1084	1269	0.25
1084	1307	0.25
1084	1415	0.25
1084	1439	0.25
1084	1624	0.25
1084	1786	0.25
1084	1863	0.25
1085	68	0.5
1085	173	0.25
1085	273	0.25
1085	485	0.25
1085	596	0.25
1085	639	0.25
1085	670	0.25
1085	675	0.25
1085	1064	0.25
1085	1085	1
1085	1126	0.25
1085	1170	0.25
1085	1263	0.25
1085	1579	0.25
1085	1650	0.25
1085	1733	0.25
1085	1805	0.25
1085	1823	0.25
1085	1857	0.25
1085	1867	0.25
1085	1997	0.25
1086	34	0.5
1086	149	0.25
1086	312	0.25
1086	348	0.25
1086	598	0.25
1086	706	0.25
1086	710	0.25
1086	891	0.25
1086	913	0.25
1086	939	0.25
1086	1086	1
1086	1089	0.25
1086	1095	0.25
1086	1125	0.25
1086	1140	0.25
1086	1230	0.25
1086	1903	0.25
1086	1913	0.25
1086	1990	0.25
1086	2031	0.25
1086	2051	0.25
1087	57	0.5
1087	201	0.25
1087	245	0.25
1087	412	0.25
1087	462	0.25
1087	728	0.25
1087	759	0.25
1087	1051	0.25
1087	1087	1
1087	1118	0.25
1087	1156	0.25
1087	1558	0.25
1087	1580	0.25
1087	1609	0.25
1087	1716	0.25
1087	1729	0.25
1087	1792	0.25
1087	1812	0.25
1087	1889	0.25
1087	1938	0.25
1087	1952	0.25
1088	83	0.5
1088	328	0.25
1088	394	0.25
1088	540	0.25
1088	627	0.25
1088	909	0.25
1088	1043	0.25
1088	1088	1
1088	1113	0.25
1088	1150	0.25
1088	1364	0.25
1088	1375	0.25
1088	1397	0.25
1088	1410	0.25
1088	1640	0.25
1088	1649	0.25
1088	1802	0.25
1088	1826	0.25
1088	1954	0.25
1088	2009	0.25
1088	2047	0.25
1089	34	0.5
1089	149	0.25
1089	312	0.25
1089	348	0.25
1089	598	0.25
1089	706	0.25
1089	710	0.25
1089	891	0.25
1089	913	0.25
1089	939	0.25
1089	1086	0.25
1089	1089	1
1089	1095	0.25
1089	1125	0.25
1089	1140	0.25
1089	1230	0.25
1089	1903	0.25
1089	1913	0.25
1089	1990	0.25
1089	2031	0.25
1089	2051	0.25
1090	46	0.5
1090	194	0.25
1090	252	0.25
1090	443	0.25
1090	555	0.25
1090	861	0.25
1090	908	0.25
1090	947	0.25
1090	982	0.25
1090	1045	0.25
1090	1090	1
1090	1234	0.25
1090	1265	0.25
1090	1319	0.25
1090	1394	0.25
1090	1447	0.25
1090	1520	0.25
1090	1538	0.25
1090	1841	0.25
1090	1973	0.25
1090	2097	0.25
1091	6	0.5
1091	180	0.25
1091	436	0.25
1091	504	0.25
1091	880	0.25
1091	1041	0.25
1091	1091	1
1091	1142	0.25
1091	1145	0.25
1091	1165	0.25
1091	1212	0.25
1091	1221	0.25
1091	1253	0.25
1091	1368	0.25
1091	1433	0.25
1091	1574	0.25
1091	1614	0.25
1091	1663	0.25
1091	1672	0.25
1091	1772	0.25
1091	1848	0.25
1092	65	0.5
1092	220	0.25
1092	703	0.25
1092	746	0.25
1092	784	0.25
1092	800	0.25
1092	826	0.25
1092	828	0.25
1092	887	0.25
1092	920	0.25
1092	1074	0.25
1092	1092	1
1092	1246	0.25
1092	1509	0.25
1092	1543	0.25
1092	1748	0.25
1092	1753	0.25
1092	1866	0.25
1092	1985	0.25
1092	2011	0.25
1092	2062	0.25
1093	78	0.5
1093	174	0.25
1093	383	0.25
1093	404	0.25
1093	469	0.25
1093	526	0.25
1093	566	0.25
1093	612	0.25
1093	883	0.25
1093	896	0.25
1093	935	0.25
1093	1016	0.25
1093	1093	1
1093	1174	0.25
1093	1175	0.25
1093	1280	0.25
1093	1487	0.25
1093	1523	0.25
1093	1625	0.25
1093	1775	0.25
1093	1789	0.25
1094	93	0.5
1094	146	0.25
1094	358	0.25
1094	408	0.25
1094	491	0.25
1094	556	0.25
1094	769	0.25
1094	865	0.25
1094	904	0.25
1094	941	0.25
1094	1019	0.25
1094	1094	1
1094	1222	0.25
1094	1282	0.25
1094	1303	0.25
1094	1370	0.25
1094	1379	0.25
1094	1724	0.25
1094	1829	0.25
1094	1911	0.25
1094	2084	0.25
1095	34	0.5
1095	149	0.25
1095	312	0.25
1095	348	0.25
1095	598	0.25
1095	706	0.25
1095	710	0.25
1095	891	0.25
1095	913	0.25
1095	939	0.25
1095	1086	0.25
1095	1089	0.25
1095	1095	1
1095	1125	0.25
1095	1140	0.25
1095	1230	0.25
1095	1903	0.25
1095	1913	0.25
1095	1990	0.25
1095	2031	0.25
1095	2051	0.25
1096	79	0.5
1096	106	0.25
1096	131	0.25
1096	183	0.25
1096	298	0.25
1096	401	0.25
1096	622	0.25
1096	713	0.25
1096	754	0.25
1096	886	0.25
1096	912	0.25
1096	934	0.25
1096	1009	0.25
1096	1096	1
1096	1334	0.25
1096	1421	0.25
1096	1535	0.25
1096	1836	0.25
1096	1968	0.25
1096	1979	0.25
1096	2004	0.25
1097	96	0.5
1097	132	0.25
1097	235	0.25
1097	310	0.25
1097	341	0.25
1097	626	0.25
1097	1097	1
1097	1203	0.25
1097	1354	0.25
1097	1356	0.25
1097	1377	0.25
1097	1485	0.25
1097	1502	0.25
1097	1517	0.25
1097	1613	0.25
1097	1686	0.25
1097	1745	0.25
1097	1828	0.25
1097	1843	0.25
1097	1852	0.25
1097	2017	0.25
1098	56	0.5
1098	332	0.25
1098	336	0.25
1098	352	0.25
1098	372	0.25
1098	434	0.25
1098	619	0.25
1098	955	0.25
1098	1024	0.25
1098	1055	0.25
1098	1098	1
1098	1137	0.25
1098	1327	0.25
1098	1336	0.25
1098	1455	0.25
1098	1540	0.25
1098	1550	0.25
1098	1551	0.25
1098	1722	0.25
1098	1730	0.25
1098	2083	0.25
1099	82	0.5
1099	145	0.25
1099	164	0.25
1099	169	0.25
1099	283	0.25
1099	479	0.25
1099	539	0.25
1099	560	0.25
1099	593	0.25
1099	606	0.25
1099	634	0.25
1099	716	0.25
1099	770	0.25
1099	938	0.25
1099	969	0.25
1099	992	0.25
1099	1071	0.25
1099	1099	1
1099	1176	0.25
1099	1301	0.25
1099	2093	0.25
1100	87	0.5
1100	162	0.25
1100	360	0.25
1100	364	0.25
1100	461	0.25
1100	473	0.25
1100	546	0.25
1100	572	0.25
1100	872	0.25
1100	996	0.25
1100	1063	0.25
1100	1100	1
1100	1163	0.25
1100	1233	0.25
1100	1300	0.25
1100	1441	0.25
1100	1450	0.25
1100	1737	0.25
1100	1765	0.25
1100	1799	0.25
1100	1877	0.25
1101	24	0.5
1101	178	0.25
1101	219	0.25
1101	452	0.25
1101	511	0.25
1101	860	0.25
1101	981	0.25
1101	1101	1
1101	1153	0.25
1101	1178	0.25
1101	1322	0.25
1101	1324	0.25
1101	1399	0.25
1101	1403	0.25
1101	1429	0.25
1101	1595	0.25
1101	1740	0.25
1101	1830	0.25
1101	1904	0.25
1101	1958	0.25
1101	2085	0.25
1102	62	0.5
1102	202	0.25
1102	253	0.25
1102	282	0.25
1102	286	0.25
1102	292	0.25
1102	377	0.25
1102	409	0.25
1102	534	0.25
1102	874	0.25
1102	980	0.25
1102	1026	0.25
1102	1102	1
1102	1127	0.25
1102	1275	0.25
1102	1309	0.25
1102	1511	0.25
1102	1853	0.25
1102	1890	0.25
1102	1950	0.25
1102	2089	0.25
1103	84	0.5
1103	157	0.25
1103	233	0.25
1103	243	0.25
1103	248	0.25
1103	269	0.25
1103	488	0.25
1103	515	0.25
1103	571	0.25
1103	623	0.25
1103	774	0.25
1103	1103	1
1103	1124	0.25
1103	1193	0.25
1103	1216	0.25
1103	1266	0.25
1103	1277	0.25
1103	1564	0.25
1103	1883	0.25
1103	2018	0.25
1103	2055	0.25
1104	92	0.5
1104	151	0.25
1104	210	0.25
1104	429	0.25
1104	458	0.25
1104	611	0.25
1104	755	0.25
1104	764	0.25
1104	793	0.25
1104	825	0.25
1104	1104	1
1104	1158	0.25
1104	1196	0.25
1104	1255	0.25
1104	1407	0.25
1104	1491	0.25
1104	1695	0.25
1104	1762	0.25
1104	1933	0.25
1104	1977	0.25
1104	2026	0.25
1105	28	0.5
1105	487	0.25
1105	502	0.25
1105	673	0.25
1105	741	0.25
1105	792	0.25
1105	868	0.25
1105	878	0.25
1105	1003	0.25
1105	1105	1
1105	1198	0.25
1105	1284	0.25
1105	1388	0.25
1105	1510	0.25
1105	1668	0.25
1105	1807	0.25
1105	1899	0.25
1105	2016	0.25
1105	2032	0.25
1105	2052	0.25
1105	2059	0.25
1106	54	0.5
1106	223	0.25
1106	294	0.25
1106	314	0.25
1106	506	0.25
1106	561	0.25
1106	602	0.25
1106	700	0.25
1106	810	0.25
1106	836	0.25
1106	1001	0.25
1106	1036	0.25
1106	1084	0.25
1106	1106	1
1106	1269	0.25
1106	1307	0.25
1106	1415	0.25
1106	1439	0.25
1106	1624	0.25
1106	1786	0.25
1106	1863	0.25
1107	5	0.5
1107	166	0.25
1107	187	0.25
1107	254	0.25
1107	542	0.25
1107	899	0.25
1107	1002	0.25
1107	1107	1
1107	1121	0.25
1107	1162	0.25
1107	1272	0.25
1107	1454	0.25
1107	1665	0.25
1107	1715	0.25
1107	1870	0.25
1107	1885	0.25
1107	1886	0.25
1107	1959	0.25
1107	1962	0.25
1107	2066	0.25
1107	2094	0.25
1108	44	0.5
1108	363	0.25
1108	367	0.25
1108	398	0.25
1108	413	0.25
1108	587	0.25
1108	682	0.25
1108	691	0.25
1108	783	0.25
1108	811	0.25
1108	859	0.25
1108	1039	0.25
1108	1108	1
1108	1112	0.25
1108	1138	0.25
1108	1195	0.25
1108	1449	0.25
1108	1476	0.25
1108	1528	0.25
1108	1596	0.25
1108	1725	0.25
1109	77	0.5
1109	128	0.25
1109	207	0.25
1109	416	0.25
1109	480	0.25
1109	495	0.25
1109	734	0.25
1109	903	0.25
1109	956	0.25
1109	1080	0.25
1109	1109	1
1109	1190	0.25
1109	1210	0.25
1109	1462	0.25
1109	1546	0.25
1109	1620	0.25
1109	1732	0.25
1109	1751	0.25
1109	1777	0.25
1109	1861	0.25
1109	1956	0.25
1110	64	0.5
1110	199	0.25
1110	297	0.25
1110	322	0.25
1110	456	0.25
1110	484	0.25
1110	637	0.25
1110	707	0.25
1110	782	0.25
1110	787	0.25
1110	835	0.25
1110	915	0.25
1110	922	0.25
1110	954	0.25
1110	984	0.25
1110	1110	1
1110	1384	0.25
1110	1507	0.25
1110	1603	0.25
1110	1619	0.25
1110	1897	0.25
1111	23	0.5
1111	165	0.25
1111	274	0.25
1111	319	0.25
1111	380	0.25
1111	562	0.25
1111	591	0.25
1111	699	0.25
1111	867	0.25
1111	882	0.25
1111	1060	0.25
1111	1078	0.25
1111	1111	1
1111	1323	0.25
1111	1434	0.25
1111	1566	0.25
1111	1806	0.25
1111	1909	0.25
1111	1930	0.25
1111	2014	0.25
1111	2021	0.25
1112	44	0.5
1112	363	0.25
1112	367	0.25
1112	398	0.25
1112	413	0.25
1112	587	0.25
1112	682	0.25
1112	691	0.25
1112	783	0.25
1112	811	0.25
1112	859	0.25
1112	1039	0.25
1112	1108	0.25
1112	1112	1
1112	1138	0.25
1112	1195	0.25
1112	1449	0.25
1112	1476	0.25
1112	1528	0.25
1112	1596	0.25
1112	1725	0.25
1113	83	0.5
1113	328	0.25
1113	394	0.25
1113	540	0.25
1113	627	0.25
1113	909	0.25
1113	1043	0.25
1113	1088	0.25
1113	1113	1
1113	1150	0.25
1113	1364	0.25
1113	1375	0.25
1113	1397	0.25
1113	1410	0.25
1113	1640	0.25
1113	1649	0.25
1113	1802	0.25
1113	1826	0.25
1113	1954	0.25
1113	2009	0.25
1113	2047	0.25
1114	99	0.5
1114	116	0.25
1114	214	0.25
1114	303	0.25
1114	327	0.25
1114	499	0.25
1114	547	0.25
1114	549	0.25
1114	694	0.25
1114	756	0.25
1114	766	0.25
1114	776	0.25
1114	1017	0.25
1114	1052	0.25
1114	1114	1
1114	1192	0.25
1114	1209	0.25
1114	1262	0.25
1114	1539	0.25
1114	1942	0.25
1114	1994	0.25
1115	0	0.5
1115	105	0.25
1115	213	0.25
1115	338	0.25
1115	395	0.25
1115	439	0.25
1115	475	0.25
1115	476	0.25
1115	521	0.25
1115	523	0.25
1115	552	0.25
1115	966	0.25
1115	1058	0.25
1115	1115	1
1115	1404	0.25
1115	1525	0.25
1115	1739	0.25
1115	1766	0.25
1115	1879	0.25
1115	1931	0.25
1115	2056	0.25
1116	51	0.5
1116	176	0.25
1116	222	0.25
1116	330	0.25
1116	351	0.25
1116	435	0.25
1116	696	0.25
1116	804	0.25
1116	807	0.25
1116	1047	0.25
1116	1116	1
1116	1202	0.25
1116	1276	0.25
1116	1292	0.25
1116	1314	0.25
1116	1395	0.25
1116	1593	0.25
1116	1631	0.25
1116	1818	0.25
1116	2022	0.25
1116	2081	0.25
1117	33	0.5
1117	224	0.25
1117	365	0.25
1117	399	0.25
1117	444	0.25
1117	486	0.25
1117	621	0.25
1117	937	0.25
1117	1117	1
1117	1123	0.25
1117	1361	0.25
1117	1389	0.25
1117	1436	0.25
1117	1437	0.25
1117	1492	0.25
1117	1639	0.25
1117	1700	0.25
1117	1800	0.25
1117	1840	0.25
1117	1969	0.25
1117	2071	0.25
1118	57	0.5
1118	201	0.25
1118	245	0.25
1118	412	0.25
1118	462	0.25
1118	728	0.25
1118	759	0.25
1118	1051	0.25
1118	1087	0.25
1118	1118	1
1118	1156	0.25
1118	1558	0.25
1118	1580	0.25
1118	1609	0.25
1118	1716	0.25
1118	1729	0.25
1118	1792	0.25
1118	1812	0.25
1118	1889	0.25
1118	1938	0.25
1118	1952	0.25
1119	35	0.5
1119	134	0.25
1119	200	0.25
1119	308	0.25
1119	370	0.25
1119	449	0.25
1119	837	0.25
1119	839	0.25
1119	960	0.25
1119	1119	1
1119	1248	0.25
1119	1313	0.25
1119	1366	0.25
1119	1604	0.25
1119	1673	0.25
1119	1698	0.25
1119	1790	0.25
1119	1809	0.25
1119	1827	0.25
1119	1934	0.25
1119	1992	0.25
1120	67	0.5
1120	285	0.25
1120	329	0.25
1120	340	0.25
1120	353	0.25
1120	389	0.25
1120	454	0.25
1120	472	0.25
1120	600	0.25
1120	705	0.25
1120	721	0.25
1120	923	0.25
1120	965	0.25
1120	1015	0.25
1120	1070	0.25
1120	1120	1
1120	1392	0.25
1120	1569	0.25
1120	1814	0.25
1120	1991	0.25
1120	2068	0.25
1121	5	0.5
1121	166	0.25
1121	187	0.25
1121	254	0.25
1121	542	0.25
1121	899	0.25
1121	1002	0.25
1121	1107	0.25
1121	1121	1
1121	1162	0.25
1121	1272	0.25
1121	1454	0.25
1121	1665	0.25
1121	1715	0.25
1121	1870	0.25
1121	1885	0.25
1121	1886	0.25
1121	1959	0.25
1121	1962	0.25
1121	2066	0.25
1121	2094	0.25
1122	40	0.5
1122	118	0.25
1122	468	0.25
1122	544	0.25
1122	719	0.25
1122	729	0.25
1122	796	0.25
1122	921	0.25
1122	953	0.25
1122	1122	1
1122	1135	0.25
1122	1232	0.25
1122	1367	0.25
1122	1498	0.25
1122	1626	0.25
1122	1644	0.25
1122	1684	0.25
1122	1749	0.25
1122	1884	0.25
1122	2001	0.25
1122	2053	0.25
1123	33	0.5
1123	224	0.25
1123	365	0.25
1123	399	0.25
1123	444	0.25
1123	486	0.25
1123	621	0.25
1123	937	0.25
1123	1117	0.25
1123	1123	1
1123	1361	0.25
1123	1389	0.25
1123	1436	0.25
1123	1437	0.25
1123	1492	0.25
1123	1639	0.25
1123	1700	0.25
1123	1800	0.25
1123	1840	0.25
1123	1969	0.25
1123	2071	0.25
1124	84	0.5
1124	157	0.25
1124	233	0.25
1124	243	0.25
1124	248	0.25
1124	269	0.25
1124	488	0.25
1124	515	0.25
1124	571	0.25
1124	623	0.25
1124	774	0.25
1124	1103	0.25
1124	1124	1
1124	1193	0.25
1124	1216	0.25
1124	1266	0.25
1124	1277	0.25
1124	1564	0.25
1124	1883	0.25
1124	2018	0.25
1124	2055	0.25
1125	34	0.5
1125	149	0.25
1125	312	0.25
1125	348	0.25
1125	598	0.25
1125	706	0.25
1125	710	0.25
1125	891	0.25
1125	913	0.25
1125	939	0.25
1125	1086	0.25
1125	1089	0.25
1125	1095	0.25
1125	1125	1
1125	1140	0.25
1125	1230	0.25
1125	1903	0.25
1125	1913	0.25
1125	1990	0.25
1125	2031	0.25
1125	2051	0.25
1126	68	0.5
1126	173	0.25
1126	273	0.25
1126	485	0.25
1126	596	0.25
1126	639	0.25
1126	670	0.25
1126	675	0.25
1126	1064	0.25
1126	1085	0.25
1126	1126	1
1126	1170	0.25
1126	1263	0.25
1126	1579	0.25
1126	1650	0.25
1126	1733	0.25
1126	1805	0.25
1126	1823	0.25
1126	1857	0.25
1126	1867	0.25
1126	1997	0.25
1127	62	0.5
1127	202	0.25
1127	253	0.25
1127	282	0.25
1127	286	0.25
1127	292	0.25
1127	377	0.25
1127	409	0.25
1127	534	0.25
1127	874	0.25
1127	980	0.25
1127	1026	0.25
1127	1102	0.25
1127	1127	1
1127	1275	0.25
1127	1309	0.25
1127	1511	0.25
1127	1853	0.25
1127	1890	0.25
1127	1950	0.25
1127	2089	0.25
1128	29	0.5
1128	120	0.25
1128	471	0.25
1128	597	0.25
1128	613	0.25
1128	615	0.25
1128	625	0.25
1128	641	0.25
1128	650	0.25
1128	715	0.25
1128	726	0.25
1128	735	0.25
1128	919	0.25
1128	990	0.25
1128	1128	1
1128	1372	0.25
1128	1391	0.25
1128	1426	0.25
1128	1500	0.25
1128	1630	0.25
1128	1831	0.25
1129	25	0.5
1129	196	0.25
1129	316	0.25
1129	514	0.25
1129	592	0.25
1129	662	0.25
1129	683	0.25
1129	857	0.25
1129	924	0.25
1129	1129	1
1129	1317	0.25
1129	1353	0.25
1129	1405	0.25
1129	1452	0.25
1129	1637	0.25
1129	1817	0.25
1129	1932	0.25
1129	1976	0.25
1129	2006	0.25
1129	2069	0.25
1129	2072	0.25
1130	43	0.5
1130	109	0.25
1130	110	0.25
1130	260	0.25
1130	293	0.25
1130	410	0.25
1130	519	0.25
1130	550	0.25
1130	693	0.25
1130	785	0.25
1130	1050	0.25
1130	1130	1
1130	1152	0.25
1130	1289	0.25
1130	1486	0.25
1130	1497	0.25
1130	1572	0.25
1130	1658	0.25
1130	1846	0.25
1130	1935	0.25
1130	2073	0.25
1131	16	0.5
1131	125	0.25
1131	306	0.25
1131	317	0.25
1131	411	0.25
1131	457	0.25
1131	537	0.25
1131	624	0.25
1131	819	0.25
1131	869	0.25
1131	1035	0.25
1131	1077	0.25
1131	1131	1
1131	1363	0.25
1131	1477	0.25
1131	1530	0.25
1131	1741	0.25
1131	1851	0.25
1131	1873	0.25
1131	1929	0.25
1131	2035	0.25
1132	48	0.5
1132	240	0.25
1132	300	0.25
1132	318	0.25
1132	371	0.25
1132	423	0.25
1132	426	0.25
1132	604	0.25
1132	777	0.25
1132	802	0.25
1132	979	0.25
1132	1132	1
