ID	Group	Init. Comp.	It	Rt	g_a
Ind1235	114	S	5.3577	7.97704	-0.654839
Ind1236	114	S	11.0089	24.367	-2.02611
Ind1237	114	S	6.10259	7.18192	-1.33029
Ind1238	114	S	12.0146	24.1626	-0.204592
Ind1239	114	S	no	no	-1.61491
Ind1240	115	I	no	0.555708	-1.67528
Ind1241	115	I	no	5.54271	-0.695218
Ind1242	115	S	2.16661	11.909	-1.50804
Ind1243	115	S	0.078958	2.14182	0.141384
Ind1244	115	S	0.0773252	6.14637	1.0232
Ind1245	115	S	0.086809	7.35256	-0.105489
Ind1246	115	S	0.209976	10.9136	1.63573
Ind1247	115	S	11.5029	34.8707	0.0311888
Ind1248	115	S	9.8561	10.413	-1.47561
Ind1249	115	S	7.86179	21.6315	0.630152
Ind1250	116	I	no	5.77376	-1.44449
Ind1251	116	I	no	0.107916	0.844498
Ind1252	116	S	1.30106	11.0587	0.974305
Ind1253	116	S	4.1104	12.5197	-0.362477
Ind1254	116	S	no	no	-0.93013
Ind1255	116	S	2.65027	3.60093	0.163007
Ind1256	116	S	2.70007	9.43193	0.273742
Ind1257	116	S	3.3907	9.05157	-0.34329
Ind1258	116	S	0.967052	10.2535	1.24484
Ind1259	116	S	0.563215	7.14386	0.940871
Ind1260	117	I	no	1.77607	-0.6825
Ind1261	117	I	no	4.44835	-0.699907
Ind1262	117	S	0.131897	37.5477	1.55508
Ind1263	117	S	12.9534	18.0881	0.116467
Ind1264	117	S	no	no	-0.921663
Ind1265	117	S	0.754642	1.66413	0.866714
Ind1266	117	S	no	no	-2.10757
Ind1267	117	S	no	no	-2.14248
Ind1268	117	S	8.80548	9.17213	-1.74578
Ind1269	117	S	0.0648519	1.14845	1.33695
Ind1270	118	I	no	5.64539	0.656264
Ind1271	118	I	no	14.3664	-0.902399
Ind1272	118	S	6.77676	12.6142	0.446819
Ind1273	118	S	5.04083	29.4903	0.201474
Ind1274	118	S	no	no	-1.4033
Ind1275	118	S	4.78659	15.8371	0.14406
Ind1276	118	S	6.89498	7.77795	-0.375792
Ind1277	118	S	4.33408	8.31718	0.321142
Ind1278	118	S	2.58679	3.39599	0.0900925
Ind1279	118	S	6.20192	17.6553	-0.183216
Ind1280	119	I	no	7.49789	-2.7098
Ind1281	119	I	no	3.51919	-0.751008
Ind1282	119	S	2.33383	12.4145	-0.49347
Ind1283	119	S	1.06989	2.85475	0.599935
Ind1284	119	S	1.815	7.4371	0.922973
Ind1285	119	S	6.54422	11.1043	0.662661
Ind1286	119	S	7.20895	31.7123	0.435741
Ind1287	119	S	0.580521	10.9762	0.241412
Ind1288	119	S	0.119834	8.66717	2.33986
Ind1289	119	S	0.415658	10.8767	0.382156
Ind1290	120	I	no	9.70252	0.054205
Ind1291	120	I	no	3.19237	-1.8845
Ind1292	120	S	1.4591	7.13506	-1.14127
Ind1293	120	S	0.475419	4.73727	0.636472
Ind1294	120	S	2.76798	8.92486	0.668335
Ind1295	120	S	0.404302	3.71843	1.60527
Ind1296	120	S	0.690213	6.73601	0.927693
Ind1297	120	S	2.84047	13.9124	-1.15436
Ind1298	120	S	5.7741	9.59487	-0.733489
Ind1299	120	S	0.922571	7.52806	-1.54679
Ind1300	121	I	no	18.9823	0.566243
Ind1301	121	I	no	0.858398	0.343057
Ind1302	121	S	0.601149	1.46816	0.556734
Ind1303	121	S	5.28081	18.0492	0.394651
Ind1304	121	S	35.8254	46.6009	-0.84495
Ind1305	121	S	4.59008	15.4217	-0.544458
Ind1306	121	S	0.421532	6.62763	1.39223
Ind1307	121	S	18.1093	37.8373	0.664758
Ind1308	121	S	0.547035	3.3563	-0.164936
Ind1309	121	S	38.7727	38.7913	-0.6961
Ind1310	122	I	no	1.07843	0.292882
Ind1311	122	I	no	13.0797	-0.847055
Ind1312	122	S	1.51425	2.85589	1.44199
Ind1313	122	S	0.10188	10.2696	0.471056
Ind1314	122	S	1.92551	3.07523	-0.75984
Ind1315	122	S	0.093276	3.95542	1.88314
Ind1316	122	S	0.797729	29.6282	0.325867
Ind1317	122	S	0.371813	1.63567	2.16467
Ind1318	122	S	2.51617	24.6007	-0.0577246
Ind1319	122	S	10.0199	18.1503	-0.0105796
Ind1320	123	I	no	0.0821772	0.567111
Ind1321	123	I	no	1.91201	-1.09686
Ind1322	123	S	3.68573	6.91335	0.281683
Ind1323	123	S	0.783111	3.50638	0.668783
Ind1324	123	S	no	no	0.596482
Ind1325	123	S	no	no	-0.587124
Ind1326	123	S	0.604686	5.75343	1.15223
Ind1327	123	S	no	no	-0.121832
Ind1328	123	S	no	no	-2.08205
Ind1329	123	S	1.22557	4.31547	-0.0321671
Ind1330	124	I	no	4.65875	-0.770341
Ind1331	124	I	no	4.17855	-0.588704
Ind1332	124	S	0.743715	10.2353	1.3119
Ind1333	124	S	2.39774	4.53232	-0.334693
Ind1334	124	S	0.955665	15.6443	0.443846
Ind1335	124	S	no	no	-1.08647
Ind1336	124	S	no	no	-1.31317
Ind1337	124	S	2.30926	6.54218	0.50038
Ind1338	124	S	2.03959	3.9989	0.020806
Ind1339	124	S	no	no	-1.16739
Ind1340	125	I	no	3.13538	0.283617
Ind1341	125	I	no	0.391013	-0.24762
Ind1342	125	S	2.89986	14.717	1.61893
Ind1343	125	S	3.7839	11.0759	-0.419898
Ind1344	125	S	no	no	0.30791
Ind1345	125	S	2.87337	3.75399	-0.30496
Ind1346	125	S	10.7299	18.6444	-0.32583
Ind1347	125	S	no	no	-2.14304
Ind1348	125	S	1.87489	5.21414	-0.776088
Ind1349	125	S	12.941	14.3596	-0.690404
Ind1350	126	I	no	5.82934	0.949081
Ind1351	126	I	no	13.0237	0.454071
Ind1352	126	S	10.6305	25.7909	-0.175396
Ind1353	126	S	no	no	-1.07654
Ind1354	126	S	2.50135	10.422	1.11
Ind1355	126	S	no	no	0.161409
Ind1356	126	S	no	no	-0.817742
Ind1357	126	S	no	no	-1.69645
Ind1358	126	S	2.10983	9.22683	0.447186
Ind1359	126	S	2.63328	4.3018	-0.0113432
Ind1360	127	I	no	11.2051	0.114161
Ind1361	127	I	no	1.84555	0.484682
Ind1362	127	S	no	no	-1.08249
Ind1363	127	S	5.04441	7.62608	-0.503632
Ind1364	127	S	1.06927	14.2577	1.09424
Ind1365	127	S	no	no	0.556241
Ind1366	127	S	no	no	-1.39475
Ind1367	127	S	2.88623	2.96643	0.653757
Ind1368	127	S	0.404561	2.8019	1.6763
Ind1369	127	S	no	no	-0.216494
Ind1370	128	I	no	2.17989	-1.42509
Ind1371	128	I	no	0.553844	0.379529
Ind1372	128	S	0.550275	2.70817	1.80748
Ind1373	128	S	5.24187	8.955	-0.0532775
Ind1374	128	S	0.629008	10.9968	0.456631
Ind1375	128	S	1.26773	5.63571	1.29746
Ind1376	128	S	1.96282	11.1558	-0.399941
Ind1377	128	S	no	no	-0.834791
Ind1378	128	S	5.0793	10.1819	-1.0736
Ind1379	128	S	5.85754	10.697	2.10525
Ind1380	129	I	no	3.43091	0.607635
Ind1381	129	I	no	6.21368	0.359483
Ind1382	129	S	0.725138	5.93469	-0.445621
Ind1383	129	S	5.70288	6.10084	-0.0528505
Ind1384	129	S	5.88108	7.21826	1.30722
Ind1385	129	S	no	no	-1.62712
Ind1386	129	S	6.64268	8.00073	-0.607543
Ind1387	129	S	5.82686	7.95704	0.25955
Ind1388	129	S	1.55543	9.61022	-0.570666
Ind1389	129	S	5.01141	11.0117	-0.706996
Ind1390	130	I	no	4.21172	0.968086
Ind1391	130	I	no	17.7612	0.613497
Ind1392	130	S	4.33898	5.22664	1.81098
Ind1393	130	S	0.63645	3.876	1.11203
Ind1394	130	S	no	no	-0.358131
Ind1395	130	S	2.25469	11.9107	0.0419245
Ind1396	130	S	1.19471	10.8914	0.423776
Ind1397	130	S	0.403194	0.72521	1.9897
Ind1398	130	S	3.77723	17.3216	0.241814
Ind1399	130	S	2.86385	3.16745	0.230769
Ind1400	131	I	no	0.294322	0.542317
Ind1401	131	I	no	4.25486	-0.342872
Ind1402	131	S	no	no	-0.842953
Ind1403	131	S	6.34306	9.9486	-0.361586
Ind1404	131	S	no	no	-2.26326
Ind1405	131	S	0.763791	7.62867	1.24009
Ind1406	131	S	0.269788	7.15012	1.78765
Ind1407	131	S	7.24759	13.9171	-0.131673
Ind1408	131	S	no	no	-0.965971
Ind1409	131	S	0.184946	2.19414	1.43389
Ind1410	132	I	no	0.914472	0.567484
Ind1411	132	I	no	5.61594	2.42891
Ind1412	132	S	3.02728	19.0329	0.514996
Ind1413	132	S	6.82378	22.87	0.0504778
Ind1414	132	S	21.8214	39.0464	-0.35859
Ind1415	132	S	12.4182	18.1081	-0.90511
Ind1416	132	S	10.4332	20.1594	0.132448
Ind1417	132	S	24.2894	32.0276	0.576323
Ind1418	132	S	13.7184	14.6879	-0.220496
Ind1419	132	S	6.91629	17.4456	0.930753
Ind1420	133	I	no	10.5297	-0.489424
Ind1421	133	I	no	8.76006	-0.15115
Ind1422	133	S	5.37558	6.49076	-1.27581
Ind1423	133	S	3.64802	11.3407	0.811389
Ind1424	133	S	3.35435	10.0609	0.344855
Ind1425	133	S	2.61083	12.5026	-0.0566959
Ind1426	133	S	9.76203	26.3307	-0.572329
Ind1427	133	S	5.09797	9.44106	1.58781
Ind1428	133	S	0.418696	1.71191	1.73645
Ind1429	133	S	9.85021	15.601	0.187791
Ind1430	134	I	no	14.2278	1.33724
Ind1431	134	I	no	8.78841	-0.182067
Ind1432	134	S	0.0643032	1.29488	1.76848
Ind1433	134	S	3.74747	3.85666	0.147202
Ind1434	134	S	1.00446	9.73336	2.11914
Ind1435	134	S	no	no	-0.433126
Ind1436	134	S	no	no	-2.29857
Ind1437	134	S	no	no	-1.14412
Ind1438	134	S	no	no	-1.27494
Ind1439	134	S	13.5734	13.7828	0.102032
Ind1440	135	I	no	5.04598	-0.214372
Ind1441	135	I	no	5.27215	-1.01962
Ind1442	135	S	2.0442	2.70568	0.121083
Ind1443	135	S	0.497701	3.50823	-0.00267674
Ind1444	135	S	0.594959	21.0276	0.0914313
Ind1445	135	S	0.536045	0.562569	-0.163822
Ind1446	135	S	3.3194	52.8063	-0.67419
Ind1447	135	S	0.273235	4.2789	1.96683
Ind1448	135	S	0.218125	1.95455	1.45109
Ind1449	135	S	0.763284	10.0903	1.2224
Ind1450	136	I	no	21.8106	0.987916
Ind1451	136	I	no	19.3138	-0.336832
Ind1452	136	S	0.674442	13.126	-0.850016
Ind1453	136	S	no	no	1.34642
Ind1454	136	S	20.6737	20.9766	-1.96931
Ind1455	136	S	1.84431	7.88256	0.157294
Ind1456	136	S	0.91362	1.64061	-0.284452
Ind1457	136	S	7.11547	8.77535	-0.41627
Ind1458	136	S	18.5004	18.7065	-1.88729
Ind1459	136	S	1.25958	7.35768	0.345
Ind1460	137	I	no	14.4018	2.3181
Ind1461	137	I	no	3.70177	0.492796
Ind1462	137	S	2.84092	10.9379	0.214257
Ind1463	137	S	1.77451	10.4785	0.750651
Ind1464	137	S	3.16795	8.35675	-0.149766
Ind1465	137	S	2.29393	8.82953	0.196026
Ind1466	137	S	1.01215	8.43409	0.642613
Ind1467	137	S	4.68092	26.8971	-0.696688
Ind1468	137	S	5.30669	7.10685	0.347056
Ind1469	137	S	5.46324	15.9442	-0.983848
Ind1470	138	I	no	7.71697	-0.471557
Ind1471	138	I	no	12.1844	-0.94731
Ind1472	138	S	no	no	-0.329769
Ind1473	138	S	no	no	-1.54702
Ind1474	138	S	no	no	-1.4775
Ind1475	138	S	no	no	-1.31408
Ind1476	138	S	no	no	-2.23531
Ind1477	138	S	6.74884	7.79451	0.513497
Ind1478	138	S	no	no	-0.101172
Ind1479	138	S	7.26288	10.705	0.757863
Ind1480	139	I	no	24.6543	-0.19316
Ind1481	139	I	no	5.71295	-0.584692
Ind1482	139	S	no	no	-0.592405
Ind1483	139	S	1.48466	16.8351	0.465485
Ind1484	139	S	0.903715	16.503	-0.0199614
Ind1485	139	S	0.985318	2.55471	0.290758
Ind1486	139	S	3.39002	7.65563	-0.869121
Ind1487	139	S	no	no	0.36451
Ind1488	139	S	3.45703	16.6243	0.145607
Ind1489	139	S	no	no	-0.961019
Ind1490	140	I	no	3.31325	-0.245826
Ind1491	140	I	no	11.0957	0.729014
Ind1492	140	S	13.592	18.0759	0.744934
Ind1493	140	S	0.71937	7.01874	0.489233
Ind1494	140	S	1.00036	28.8389	2.99361
Ind1495	140	S	1.48361	9.04686	0.0656423
Ind1496	140	S	5.86657	24.5558	-0.447282
Ind1497	140	S	5.38472	16.1305	-1.20372
Ind1498	140	S	no	no	-1.0295
Ind1499	140	S	0.655006	10.9668	-0.143319
Ind1500	141	I	no	16.7876	1.66912
Ind1501	141	I	no	18.6361	0.303958
Ind1502	141	S	10.5199	11.419	-1.05508
Ind1503	141	S	0.257663	11.4866	1.08632
Ind1504	141	S	12.4923	14.2598	-2.26124
Ind1505	141	S	2.20195	7.22811	-0.386808
Ind1506	141	S	0.935481	21.2032	0.240096
Ind1507	141	S	0.374378	15.1339	0.37825
Ind1508	141	S	0.149769	4.38406	1.48076
Ind1509	141	S	0.0488027	15.5157	1.63395
Ind1510	142	I	no	2.29895	2.07339
Ind1511	142	I	no	5.9068	0.594686
Ind1512	142	S	no	no	0.14256
Ind1513	142	S	no	no	0.256772
Ind1514	142	S	no	no	-1.10473
Ind1515	142	S	no	no	-2.19131
Ind1516	142	S	no	no	-0.102362
Ind1517	142	S	no	no	-1.40101
Ind1518	142	S	no	no	-2.69857
Ind1519	142	S	no	no	0.552673
Ind1520	143	I	no	13.9285	2.0205
Ind1521	143	I	no	1.59919	0.872139
Ind1522	143	S	2.51881	11.5432	1.46312
Ind1523	143	S	5.86374	8.96133	0.178504
Ind1524	143	S	no	no	-2.23284
Ind1525	143	S	0.0314926	12.0754	-1.15615
Ind1526	143	S	1.6777	3.98916	-1.97294
Ind1527	143	S	3.00351	9.27024	-0.396644
Ind1528	143	S	5.38576	5.78138	-0.739359
Ind1529	143	S	1.8782	8.85388	0.664948
Ind1530	144	I	no	4.49101	0.932008
Ind1531	144	I	no	12.4065	-1.24622
Ind1532	144	S	2.50417	10.0877	0.198284
Ind1533	144	S	1.44795	10.0042	-2.02864
Ind1534	144	S	0.463964	18.8668	-0.0956484
Ind1535	144	S	0.166931	10.4224	2.23787
Ind1536	144	S	1.68648	7.92002	0.436929
Ind1537	144	S	4.83923	11.7143	-1.50314
Ind1538	144	S	5.55504	5.84326	-0.481716
Ind1539	144	S	1.24892	1.72145	0.443671
Ind1540	145	I	no	16.0626	0.587432
Ind1541	145	I	no	2.08116	-0.390272
Ind1542	145	S	2.02214	18.0479	1.1349
Ind1543	145	S	7.90807	11.2475	0.185649
Ind1544	145	S	4.74127	6.00519	0.460237
Ind1545	145	S	no	no	-1.29039
Ind1546	145	S	5.15605	21.2151	1.81382
Ind1547	145	S	1.17834	6.84654	0.573387
Ind1548	145	S	3.28185	7.27808	0.817712
Ind1549	145	S	2.26537	2.89698	0.141586
Ind1550	146	I	no	2.45882	0.568151
Ind1551	146	I	no	3.48236	0.158817
Ind1552	146	S	3.46737	4.53838	0.531966
Ind1553	146	S	6.37398	7.13442	-0.326555
Ind1554	146	S	12.6757	18.2354	-0.272259
Ind1555	146	S	0.0674796	8.30207	-0.338233
Ind1556	146	S	16.6204	18.6982	-0.649622
Ind1557	146	S	3.21596	17.0755	0.359569
Ind1558	146	S	3.4695	12.2447	0.314019
Ind1559	146	S	no	no	0.568252
Ind1560	147	I	no	9.70795	0.767655
Ind1561	147	I	no	1.06975	-0.836363
Ind1562	147	S	2.21638	13.0782	0.46506
Ind1563	147	S	no	no	-1.87531
Ind1564	147	S	8.0244	11.6769	-1.47453
Ind1565	147	S	0.548946	5.09196	2.17017
Ind1566	147	S	0.687845	21.913	1.67228
Ind1567	147	S	3.15895	10.0281	1.69928
Ind1568	147	S	8.82977	16.6702	1.20587
Ind1569	147	S	2.6521	12.3507	1.87262
Ind1570	148	I	no	3.91089	-0.176753
Ind1571	148	I	no	4.53656	-0.143003
Ind1572	148	S	no	no	-1.53614
Ind1573	148	S	no	no	0.201707
Ind1574	148	S	4.49031	17.4598	0.0460428
Ind1575	148	S	1.69278	6.58825	0.875824
Ind1576	148	S	no	no	-0.203878
Ind1577	148	S	no	no	-0.0411137
Ind1578	148	S	no	no	-1.42664
Ind1579	148	S	no	no	-2.28631
Ind1580	149	I	no	1.96576	0.225173
Ind1581	149	I	no	8.88892	-1.53641
Ind1582	149	S	no	no	-2.04326
Ind1583	149	S	1.99497	3.47097	-0.800624
Ind1584	149	S	1.90639	13.2568	2.26048
Ind1585	149	S	1.17091	27.3137	-0.403708
Ind1586	149	S	5.14503	8.66051	-0.481984
Ind1587	149	S	3.50414	4.71199	-0.471031
Ind1588	149	S	0.689248	3.24748	-1.03172
Ind1589	149	S	no	no	-1.75457
Ind1590	150	I	no	0.79425	0.00837184
Ind1591	150	I	no	12.5342	-0.896107
Ind1592	150	S	0.00365912	6.95852	0.0481665
Ind1593	150	S	4.31865	22.6021	-1.2361
Ind1594	150	S	11.8315	23.5183	-1.84946
Ind1595	150	S	no	no	-1.30643
Ind1596	150	S	17.094	41.1036	-1.00901
Ind1597	150	S	5.98866	18.3368	-1.23482
Ind1598	150	S	2.69792	14.5311	0.58481
Ind1599	150	S	8.47571	18.8904	-0.339021
Ind1600	151	I	no	7.35436	1.80632
Ind1601	151	I	no	7.3787	2.35964
Ind1602	151	S	0.368135	15.0611	1.35831
Ind1603	151	S	0.416275	5.62634	0.134817
Ind1604	151	S	3.52669	6.50458	1.54058
Ind1605	151	S	3.4013	9.23752	-0.389596
Ind1606	151	S	1.63964	6.08423	-1.24798
Ind1607	151	S	no	no	-1.25219
Ind1608	151	S	0.413091	1.72856	1.48017
Ind1609	151	S	0.729063	5.07947	-0.0644034
Ind1610	152	I	no	20.2619	-1.12215
Ind1611	152	I	no	2.48187	-0.013835
Ind1612	152	S	4.6121	17.806	-1.65102
Ind1613	152	S	0.489652	10.5734	0.42118
Ind1614	152	S	1.63438	6.42927	0.887717
Ind1615	152	S	5.75699	8.5552	0.437945
Ind1616	152	S	1.9438	19.9572	0.248844
Ind1617	152	S	12.7605	16.2282	-0.262547
Ind1618	152	S	5.31151	9.68861	-0.598469
Ind1619	152	S	0.256317	0.631003	0.812933
Ind1620	153	I	no	17.4566	-0.511191
Ind1621	153	I	no	1.85389	-1.29787
Ind1622	153	S	no	no	-1.17971
Ind1623	153	S	no	no	-0.743198
Ind1624	153	S	2.59574	12.7012	0.52861
Ind1625	153	S	1.50253	3.63948	0.696304
Ind1626	153	S	5.70003	15.6911	0.0194418
Ind1627	153	S	1.8644	4.79434	0.775412
Ind1628	153	S	2.40126	3.92986	0.373565
Ind1629	153	S	no	no	-0.367801
Ind1630	154	I	no	2.3409	0.981907
Ind1631	154	I	no	4.63224	-0.601524
Ind1632	154	S	1.67736	18.3032	1.55312
Ind1633	154	S	2.72039	19.5401	-0.68001
Ind1634	154	S	no	no	-1.97412
Ind1635	154	S	1.15256	4.61318	1.242
Ind1636	154	S	3.51538	24.9873	-0.00513538
Ind1637	154	S	2.29302	6.86841	0.6128
Ind1638	154	S	0.769089	7.26634	0.0220487
Ind1639	154	S	1.26288	7.28094	-0.210986
Ind1640	155	I	no	6.20846	0.351783
Ind1641	155	I	no	5.41671	-1.10423
Ind1642	155	S	8.21797	24.1783	0.308599
Ind1643	155	S	0.202075	1.6345	1.3396
Ind1644	155	S	4.8463	8.80489	2.11007
Ind1645	155	S	no	no	-0.484474
Ind1646	155	S	1.24684	3.41988	0.641817
Ind1647	155	S	1.81918	9.49502	1.36343
Ind1648	155	S	1.40338	8.18564	0.277401
Ind1649	155	S	1.02241	4.94747	0.601524
Ind1650	156	I	no	7.87603	-0.479272
Ind1651	156	I	no	13.318	0.376529
Ind1652	156	S	2.40731	7.47935	-0.230651
Ind1653	156	S	8.4048	12.3233	0.554067
Ind1654	156	S	no	no	0.179372
Ind1655	156	S	1.98777	25.8777	0.892963
Ind1656	156	S	1.38423	13.6446	1.42305
Ind1657	156	S	0.885464	5.95891	0.340399
Ind1658	156	S	no	no	-1.12972
Ind1659	156	S	2.33306	5.76832	0.559825
Ind1660	157	I	no	20.4366	-0.139572
Ind1661	157	I	no	1.39426	-2.15151
Ind1662	157	S	0.973829	2.25962	0.682926
Ind1663	157	S	15.4077	21.4354	-0.288645
Ind1664	157	S	no	no	0.0405927
Ind1665	157	S	no	no	-1.64059
Ind1666	157	S	7.63209	28.4936	-0.707633
Ind1667	157	S	0.715414	2.45032	1.08054
Ind1668	157	S	1.33262	2.28089	0.868718
Ind1669	157	S	no	no	-0.207592
Ind1670	158	I	no	9.25458	-1.26296
Ind1671	158	I	no	2.14022	-0.382449
Ind1672	158	S	0.199462	2.32166	0.51254
Ind1673	158	S	0.61447	17.527	-0.688557
Ind1674	158	S	3.0567	3.54437	0.475242
Ind1675	158	S	4.61676	10.8887	-0.322749
Ind1676	158	S	1.80988	9.89115	-0.777124
Ind1677	158	S	1.15206	10.6389	1.28841
Ind1678	158	S	5.1257	6.28687	-1.21496
Ind1679	158	S	4.77153	5.9665	-0.153506
Ind1680	159	I	no	7.8351	-0.576968
Ind1681	159	I	no	0.815664	-1.79748
Ind1682	159	S	9.28049	19.8621	-1.47108
Ind1683	159	S	no	no	-1.24356
Ind1684	159	S	1.93685	3.79399	1.54234
Ind1685	159	S	no	no	-1.54858
Ind1686	159	S	16.8667	25.4364	-0.198889
Ind1687	159	S	no	no	-0.189901
Ind1688	159	S	5.74625	11.5151	0.0779837
Ind1689	159	S	no	no	0.213653
Ind1690	160	I	no	22.3107	-0.835768
Ind1691	160	I	no	5.11379	2.07219
Ind1692	160	S	1.2036	4.60177	0.0357523
Ind1693	160	S	1.18781	9.31137	0.141437
Ind1694	160	S	3.55411	11.7141	-0.218821
Ind1695	160	S	no	no	0.02565
Ind1696	160	S	11.5764	14.7762	-0.458862
Ind1697	160	S	1.37168	12.0232	0.962427
Ind1698	160	S	1.47059	24.2636	0.49499
Ind1699	160	S	2.24277	6.90065	0.515945
Ind1700	161	I	no	0.00796107	0.184088
Ind1701	161	I	no	4.35508	-0.313219
Ind1702	161	S	2.99404	6.10446	0.838816
Ind1703	161	S	3.28503	16.4509	0.220409
Ind1704	161	S	0.625395	3.36581	2.6946
Ind1705	161	S	no	no	-0.00748575
Ind1706	161	S	4.00036	6.77109	1.09646
Ind1707	161	S	3.2873	4.0004	0.282306
Ind1708	161	S	4.76218	7.24397	-1.28778
Ind1709	161	S	2.8661	8.87865	0.680761
Ind1710	162	I	no	7.63023	1.52679
Ind1711	162	I	no	5.40789	-0.236548
Ind1712	162	S	5.10977	10.6932	-0.591817
Ind1713	162	S	4.64559	5.95329	0.486984
Ind1714	162	S	1.95636	17.1997	1.03865
Ind1715	162	S	3.14107	11.0195	-0.211572
Ind1716	162	S	9.57121	15.2993	-1.32451
Ind1717	162	S	0.523398	4.66229	2.86121
Ind1718	162	S	0.536952	4.40099	0.436278
Ind1719	162	S	2.92412	27.9169	-0.470214
Ind1720	163	I	no	12.2568	0.786846
Ind1721	163	I	no	3.65967	-0.690642
Ind1722	163	S	1.4054	4.9755	0.320637
Ind1723	163	S	2.50323	5.47252	0.67692
Ind1724	163	S	13.2668	23.891	0.080575
Ind1725	163	S	1.07013	10.417	0.909504
Ind1726	163	S	0.830605	23.9348	0.35884
Ind1727	163	S	0.056637	16.506	0.0711465
Ind1728	163	S	0.632534	1.33445	-0.257099
Ind1729	163	S	2.38319	7.68683	0.246811
Ind1730	164	I	no	4.0084	-0.609284
Ind1731	164	I	no	6.14175	1.06639
Ind1732	164	S	7.33066	10.4264	-1.16513
Ind1733	164	S	1.24717	11.0905	-0.408226
Ind1734	164	S	8.99318	15.4972	0.788038
Ind1735	164	S	1.46081	7.11877	0.70181
Ind1736	164	S	5.98037	20.1314	0.0614041
Ind1737	164	S	no	no	-1.36739
Ind1738	164	S	15.7141	15.8175	-1.21636
Ind1739	164	S	6.1659	16.8955	-0.215325
Ind1740	165	I	no	10.503	0.309833
Ind1741	165	I	no	14.9646	-0.4637
Ind1742	165	S	3.37609	6.04003	-0.339402
Ind1743	165	S	0.258653	2.99227	0.249784
Ind1744	165	S	2.40727	12.7445	1.30616
Ind1745	165	S	3.01006	5.02693	0.159517
Ind1746	165	S	3.06398	5.16399	0.431298
Ind1747	165	S	0.97814	5.80713	1.76329
Ind1748	165	S	0.0889652	7.27996	0.245071
Ind1749	165	S	0.413974	0.919555	0.248134
Ind1750	166	I	no	0.553329	-0.937198
Ind1751	166	I	no	1.47121	1.00072
Ind1752	166	S	no	no	-1.581
Ind1753	166	S	no	no	0.775395
Ind1754	166	S	no	no	0.274487
Ind1755	166	S	no	no	0.258749
Ind1756	166	S	no	no	-0.299345
Ind1757	166	S	no	no	-0.103138
Ind1758	166	S	no	no	0.294327
Ind1759	166	S	no	no	1.0854
Ind1760	167	I	no	8.49482	-0.495267
Ind1761	167	I	no	3.1143	-0.464198
Ind1762	167	S	no	no	-0.327348
Ind1763	167	S	1.92182	7.51215	0.214302
Ind1764	167	S	3.49055	17.1788	2.19706
Ind1765	167	S	no	no	-1.62629
Ind1766	167	S	0.0743736	1.58234	-0.287886
Ind1767	167	S	no	no	-1.34254
Ind1768	167	S	2.09885	9.37111	0.298076
Ind1769	167	S	3.85526	6.88361	0.125475
Ind1770	168	I	no	10.6507	-0.437383
Ind1771	168	I	no	4.02715	0.332655
Ind1772	168	S	1.45304	6.15109	1.00549
Ind1773	168	S	0.27734	8.35251	1.34976
Ind1774	168	S	no	no	-0.75154
Ind1775	168	S	0.0396335	2.064	0.309212
Ind1776	168	S	1.05834	14.9994	0.0732117
Ind1777	168	S	1.47633	8.19521	1.49129
Ind1778	168	S	3.9492	23.8188	-0.477836
Ind1779	168	S	no	no	-2.52171
Ind1780	169	I	no	2.53225	-1.16287
Ind1781	169	I	no	37.1404	0.374641
Ind1782	169	S	2.67415	2.88404	-1.9148
Ind1783	169	S	0.332762	18.9442	1.35584
Ind1784	169	S	0.402588	6.23019	1.40653
Ind1785	169	S	0.171269	7.50104	1.17334
Ind1786	169	S	0.672327	9.19585	0.673691
Ind1787	169	S	1.08537	11.2902	-0.683069
Ind1788	169	S	no	no	1.09393
Ind1789	169	S	0.549442	5.98022	1.73342
Ind1790	170	I	no	6.00781	-1.20885
Ind1791	170	I	no	6.30876	-0.565228
Ind1792	170	S	no	no	-0.912166
Ind1793	170	S	1.66488	5.42064	-0.415032
Ind1794	170	S	no	no	0.806939
Ind1795	170	S	3.61439	10.2207	1.56265
Ind1796	170	S	no	no	0.860319
Ind1797	170	S	0.554122	6.88345	1.1412
Ind1798	170	S	no	no	-2.91328
Ind1799	170	S	no	no	0.0879455
Ind1800	171	I	no	17.6219	0.509175
Ind1801	171	I	no	19.0261	0.190196
Ind1802	171	S	5.60342	20.7153	0.841099
Ind1803	171	S	13.7881	18.5298	-0.467781
Ind1804	171	S	14.8237	17.6691	1.89365
Ind1805	171	S	25.4884	33.1362	-1.5145
Ind1806	171	S	18.2613	27.979	0.333246
Ind1807	171	S	24.484	25.9095	-0.0624237
Ind1808	171	S	14.5985	22.2307	0.500505
Ind1809	171	S	15.7811	24.4141	0.479726
Ind1810	172	I	no	14.5592	0.656963
Ind1811	172	I	no	2.57934	0.577386
Ind1812	172	S	6.83526	7.3012	-0.692762
Ind1813	172	S	1.18586	2.39397	0.142551
Ind1814	172	S	2.20355	3.18961	1.14146
Ind1815	172	S	no	no	1.63932
Ind1816	172	S	4.31412	7.27797	0.0194993
Ind1817	172	S	1.21826	7.8251	0.834509
Ind1818	172	S	1.18962	3.63326	0.278556
Ind1819	172	S	no	no	-1.56302
Ind1820	173	I	no	4.05368	1.36981
