ID	Group	Init. Comp.	It	Rt	g_a	f_a	r_a
Ind873	78	S	no	no	-0.078142	-0.768863	-0.632937
Ind874	78	S	no	no	-1.2759	-0.70829	-0.390641
Ind875	78	S	2.17652	5.84575	0.0566287	0.426307	0.686779
Ind876	78	S	no	no	-0.563736	-1.61728	-0.206087
Ind877	78	S	0.101828	1.91827	0.659164	1.13654	0.655999
Ind878	78	S	no	no	0.318981	-0.674039	-0.173711
Ind879	78	S	no	no	0.608459	-0.674966	-0.544631
Ind880	79	I	no	1.04584	1.02102	0.63056	-0.702965
Ind881	79	I	no	10.6009	0.152059	-0.536655	-0.967771
Ind882	79	S	no	no	-0.0297044	-1.13732	-0.148427
Ind883	79	S	no	no	-1.55595	-1.72429	0.52804
Ind884	79	S	no	no	-2.13782	-1.26263	-0.473533
Ind885	79	S	no	no	1.91739	-0.11759	-0.739492
Ind886	79	S	9.12286	9.81986	0.880578	1.69543	-0.555841
Ind887	79	S	1.35393	12.0386	-1.57022	0.613431	0.921013
Ind888	79	S	no	no	0.134333	-1.30155	-0.523484
Ind889	79	S	no	no	-0.19445	-1.01104	0.21788
Ind890	80	I	no	31.3942	0.00421947	-0.869669	0.649343
Ind891	80	I	no	15.5252	1.261	-0.000825648	-0.253931
Ind892	80	S	no	no	-1.66773	-1.5747	-1.06646
Ind893	80	S	no	no	0.103725	1.25117	-0.175581
Ind894	80	S	no	no	1.08033	-0.104023	-0.0109657
Ind895	80	S	no	no	-1.60867	-1.65857	1.24472
Ind896	80	S	no	no	0.0813472	-1.36778	-0.703494
Ind897	80	S	no	no	0.495891	-1.30469	-0.262482
Ind898	80	S	no	no	-2.21465	0.0597318	-0.990889
Ind899	80	S	no	no	0.15124	-0.114973	0.114813
Ind900	81	I	no	6.4649	-1.39269	-0.209171	0.0868732
Ind901	81	I	no	12.0064	0.978798	-0.128931	0.320797
Ind902	81	S	no	no	2.56566	1.1316	-1.17012
Ind903	81	S	no	no	0.267914	0.927307	-0.131662
Ind904	81	S	no	no	0.097747	-1.28941	-0.512704
Ind905	81	S	0.261769	14.653	0.50097	1.76664	0.771396
Ind906	81	S	no	no	-1.38528	-0.0654695	1.50406
Ind907	81	S	no	no	-2.96877	-1.65382	-0.236373
Ind908	81	S	no	no	-1.4115	0.285002	0.546075
Ind909	81	S	no	no	2.12753	0.316618	-0.179006
Ind910	82	I	no	7.51414	-0.508321	-1.03092	0.434545
Ind911	82	I	no	24.9278	-2.3253	-1.45243	0.360771
Ind912	82	S	no	no	0.54337	-0.764069	0.0366002
Ind913	82	S	no	no	0.136248	-0.90809	-1.20064
Ind914	82	S	no	no	1.01961	0.272838	-0.0528398
Ind915	82	S	no	no	0.727684	-0.801295	0.303011
Ind916	82	S	no	no	-1.91976	-1.47694	1.05482
Ind917	82	S	no	no	0.401304	-1.02336	-0.305834
Ind918	82	S	no	no	-0.808079	-0.547977	0.180251
Ind919	82	S	no	no	-0.797403	-0.137859	0.76622
Ind920	83	I	no	0.478666	-0.818269	0.5635	0.153694
Ind921	83	I	no	1.2409	1.74649	1.55278	-1.05661
Ind922	83	S	no	no	-0.40394	1.0581	0.583916
Ind923	83	S	no	no	0.991998	-0.426002	0.00195504
Ind924	83	S	no	no	0.615496	-1.1453	-0.824347
Ind925	83	S	no	no	-0.218222	-0.437983	-0.980998
Ind926	83	S	no	no	0.384736	-0.20384	0.0368234
Ind927	83	S	no	no	-2.76328	-2.10907	-0.685539
Ind928	83	S	no	no	0.709235	0.706666	0.274345
Ind929	83	S	no	no	-0.598676	0.471071	-0.514383
Ind930	84	I	no	10.9469	-0.449415	-0.211952	0.678734
Ind931	84	I	no	2.4614	0.474508	0.597269	0.571727
Ind932	84	S	no	no	-0.281135	-0.483058	-0.699739
Ind933	84	S	no	no	-0.481317	-1.001	-0.863644
Ind934	84	S	no	no	-1.50012	-0.645472	-0.304886
Ind935	84	S	no	no	-0.784853	-1.9224	-0.118372
Ind936	84	S	8.96422	20.8602	1.20615	0.792758	0.272966
Ind937	84	S	20.4371	74.5512	0.0118069	0.418803	-0.356542
Ind938	84	S	2.28767	7.25028	1.75244	0.754845	0.772073
Ind939	84	S	no	no	-1.00998	-1.72502	0.307217
Ind940	85	I	no	18.6553	-1.95626	-0.29139	0.186943
Ind941	85	I	no	14.4906	-0.00932546	-2.78301	-0.439742
Ind942	85	S	17.1433	18.3567	1.82677	1.39675	-0.735262
Ind943	85	S	no	no	1.17951	-0.0812763	1.10176
Ind944	85	S	3.27053	6.24823	-0.268835	0.778614	0.0888923
Ind945	85	S	no	no	-0.123597	1.13332	0.0695138
Ind946	85	S	no	no	0.798245	-0.407821	-1.90269
Ind947	85	S	no	no	0.417315	0.326326	1.69267
Ind948	85	S	2.03693	11.4408	0.943964	0.285627	-0.337681
Ind949	85	S	no	no	-1.01801	-1.20845	0.124346
Ind950	86	I	no	2.54537	0.163822	0.128062	0.108762
Ind951	86	I	no	4.68153	1.62506	0.30629	-0.83077
Ind952	86	S	no	no	1.77009	0.493447	0.856786
Ind953	86	S	3.23935	4.38112	2.65612	1.99258	-1.35303
Ind954	86	S	no	no	0.65352	0.527007	0.18268
Ind955	86	S	no	no	-1.53392	-0.561723	0.0428901
Ind956	86	S	no	no	-0.0450979	0.754511	0.374843
Ind957	86	S	no	no	-0.9661	0.0968289	-0.944935
Ind958	86	S	no	no	1.20418	-0.367524	-1.28998
Ind959	86	S	no	no	0.786486	0.00524653	0.0799514
Ind960	87	I	no	3.02812	-0.288874	0.64555	-0.34029
Ind961	87	I	no	0.969244	0.812317	-0.524722	0.153591
Ind962	87	S	no	no	0.00799875	0.93066	0.19575
Ind963	87	S	no	no	1.0571	0.143825	0.312014
Ind964	87	S	no	no	0.891739	0.650562	-0.969173
Ind965	87	S	0.526369	94.3594	-0.476347	0.870913	1.20669
Ind966	87	S	no	no	-1.87698	-1.36804	0.410372
Ind967	87	S	18.3265	21.2081	-0.203928	-1.08521	0.536855
Ind968	87	S	no	no	0.406033	0.11205	0.603142
Ind969	87	S	no	no	0.436368	0.627379	-0.0258049
Ind970	88	I	no	7.68814	-0.931546	-0.994513	0.578275
Ind971	88	I	no	2.19786	2.18196	0.305234	-0.873153
Ind972	88	S	no	no	-1.97375	-0.717857	-0.494879
Ind973	88	S	1.48842	2.74115	-0.117491	-0.385726	-0.777385
Ind974	88	S	no	no	-0.0465409	0.274566	-0.907506
Ind975	88	S	no	no	1.54318	-0.34073	-1.57192
Ind976	88	S	no	no	1.33779	0.550666	0.0539588
Ind977	88	S	no	no	-0.8068	-0.719921	-1.07958
Ind978	88	S	no	no	1.23095	-0.122299	0.00944755
Ind979	88	S	no	no	-1.3588	-1.86019	-0.481204
Ind980	89	I	no	116.987	-1.12035	-0.251308	0.363561
Ind981	89	I	no	18.4632	-2.55889	-0.488781	0.218923
Ind982	89	S	no	no	-0.658648	-0.255285	0.336177
Ind983	89	S	no	no	-0.610611	-0.453032	-0.763885
Ind984	89	S	no	no	1.98903	-0.251698	-0.28044
Ind985	89	S	no	no	0.0987764	0.106465	-0.908405
Ind986	89	S	no	no	2.52113	0.846583	0.317112
Ind987	89	S	no	no	-0.776429	-0.796591	0.842829
Ind988	89	S	no	no	-0.0400629	-0.652744	0.39837
Ind989	89	S	no	no	-0.587158	1.11414	-0.327092
Ind990	90	I	no	1.05665	0.350054	-0.579957	-0.134554
Ind991	90	I	no	12.2514	-0.395267	1.89636	-0.0460013
Ind992	90	S	1.5684	4.34761	-0.172369	0.941315	0.501551
Ind993	90	S	0.0696009	17.609	0.789622	1.79117	0.00476801
Ind994	90	S	no	no	0.0281273	0.289834	-0.0321811
Ind995	90	S	no	no	-0.119018	-0.169876	1.77885
Ind996	90	S	no	no	0.20503	1.19804	0.52157
Ind997	90	S	no	no	-0.551409	-0.84639	0.0781413
Ind998	90	S	no	no	-1.13491	-0.704008	-0.18031
Ind999	90	S	no	no	0.803708	0.927885	-1.68055
Ind1000	91	I	no	13.9273	-3.45	-0.668388	0.64128
Ind1001	91	I	no	1.86068	0.289119	0.37708	0.0650963
Ind1002	91	S	no	no	-0.681314	-0.0461161	0.70541
Ind1003	91	S	no	no	2.59437	0.464822	-0.860628
Ind1004	91	S	44.7059	50.1078	0.103361	0.883727	0.00972122
Ind1005	91	S	no	no	0.51672	-0.876374	0.52491
Ind1006	91	S	no	no	-0.28355	-0.39809	-0.226375
Ind1007	91	S	1.03603	67.9299	1.31926	1.39557	0.426274
Ind1008	91	S	47.503	49.1779	-0.50896	-0.309284	0.0868554
Ind1009	91	S	no	no	1.37748	-0.0223445	0.527278
Ind1010	92	I	no	4.27887	0.677129	-0.864966	-1.34865
Ind1011	92	I	no	21.3516	-2.69402	-0.838209	1.09556
Ind1012	92	S	no	no	-1.08879	-0.148887	-0.0267406
Ind1013	92	S	1.92691	5.90381	0.0272187	1.69466	0.253156
Ind1014	92	S	5.77756	6.26496	0.716464	1.43022	0.109236
Ind1015	92	S	no	no	-0.223452	0.387708	0.910041
Ind1016	92	S	no	no	-1.2259	-0.639795	-0.150084
Ind1017	92	S	no	no	-0.437207	-0.544235	-1.28327
Ind1018	92	S	no	no	-1.24767	-0.953189	0.85311
Ind1019	92	S	no	no	-0.0996268	-0.166969	-0.258158
Ind1020	93	I	no	0.477751	-0.0997822	1.29432	-0.217492
Ind1021	93	I	no	1.20542	0.7763	0.783205	-0.594643
Ind1022	93	S	no	no	0.630175	0.187548	-0.234053
Ind1023	93	S	no	no	-0.870723	0.483938	0.488898
Ind1024	93	S	no	no	1.86458	-0.00948376	-0.0450639
Ind1025	93	S	no	no	0.566488	0.228267	0.915018
Ind1026	93	S	no	no	-0.396826	0.741851	0.0378279
Ind1027	93	S	no	no	0.0128337	-0.738389	0.449622
Ind1028	93	S	no	no	1.67955	0.900996	0.634058
Ind1029	93	S	no	no	-0.18757	-0.519122	0.706975
Ind1030	94	I	no	0.729743	1.20679	-1.11893	0.037675
Ind1031	94	I	no	6.36552	-0.545049	0.699402	0.39826
Ind1032	94	S	no	no	1.05494	-1.7166	-1.18237
Ind1033	94	S	no	no	-1.35823	-1.67849	0.700135
Ind1034	94	S	no	no	0.0412226	-1.19293	-0.816885
Ind1035	94	S	no	no	-0.718156	-0.0780611	0.536676
Ind1036	94	S	no	no	0.903834	-0.0874647	-1.27688
Ind1037	94	S	no	no	-0.508554	-0.209691	0.933587
Ind1038	94	S	no	no	1.5146	-0.452671	0.618934
Ind1039	94	S	no	no	0.0233213	0.0151391	-1.0523
Ind1040	95	I	no	13.8868	1.99404	-0.149206	-1.39758
Ind1041	95	I	no	36.2993	-2.23627	-1.09962	0.337955
Ind1042	95	S	1.50823	497.267	0.683465	0.299735	0.270877
Ind1043	95	S	no	no	-0.0733086	0.109182	-0.155027
Ind1044	95	S	0.339435	3.09541	0.0368515	0.388375	-0.61145
Ind1045	95	S	79.1448	80.2406	-1.04005	-0.870788	0.446495
Ind1046	95	S	10.6977	25.1006	0.8822	0.596866	0.131501
Ind1047	95	S	no	no	0.935148	-0.308522	-1.08658
Ind1048	95	S	7.14574	8.95552	0.52591	0.427731	-0.462341
Ind1049	95	S	23.6768	25.3779	-0.486515	0.197274	-0.685425
Ind1050	96	I	no	1.48028	0.42268	0.0601528	-0.203008
Ind1051	96	I	no	22.1605	-0.224262	0.838382	0.703414
Ind1052	96	S	no	no	-1.1547	-0.286853	0.910696
Ind1053	96	S	22.6834	31.3262	0.788538	-0.355347	0.461099
Ind1054	96	S	26.0147	32.8992	-1.27423	0.0463813	0.406941
Ind1055	96	S	no	no	-0.457856	0.45746	-0.0412151
Ind1056	96	S	22.0781	24.3144	-0.498224	-0.484239	0.0474826
Ind1057	96	S	1.23605	3.90853	-0.0990509	1.71741	-0.0690828
Ind1058	96	S	21.3874	30.1373	1.5778	1.873	0.97744
Ind1059	96	S	1.12302	1.78284	0.904866	1.05671	-0.972866
Ind1060	97	I	no	23.2342	-1.76534	-0.767025	-0.0886546
Ind1061	97	I	no	3.80987	0.956025	0.258555	0.073445
Ind1062	97	S	no	no	1.46968	1.34395	0.175743
Ind1063	97	S	no	no	-0.43857	-1.19966	-0.121568
Ind1064	97	S	no	no	0.761939	0.530137	0.231183
Ind1065	97	S	no	no	0.0168808	-0.635715	2.13173
Ind1066	97	S	no	no	-0.357043	-0.36827	-0.233674
Ind1067	97	S	no	no	0.248024	-1.0762	-0.269318
Ind1068	97	S	no	no	-0.140944	-1.31309	-1.60007
Ind1069	97	S	no	no	-1.83301	-0.808258	0.622976
Ind1070	98	I	no	3.80081	0.654913	1.18129	0.323614
Ind1071	98	I	no	11.0247	-0.177246	0.197666	0.342931
Ind1072	98	S	no	no	1.23782	0.81716	-0.164886
Ind1073	98	S	4.63973	5.66294	0.163165	1.09764	-0.210637
Ind1074	98	S	no	no	0.105354	-0.0331062	-0.205741
Ind1075	98	S	no	no	-0.119931	-1.7346	0.953369
Ind1076	98	S	no	no	1.46191	0.463102	-0.52183
Ind1077	98	S	0.450846	16.0194	0.674414	0.223414	0.228436
Ind1078	98	S	no	no	-0.768028	-1.36361	-0.100924
Ind1079	98	S	0.862245	1.50613	-0.430924	0.00370047	-1.60123
Ind1080	99	I	no	2.54184	0.560284	0.192296	0.441735
Ind1081	99	I	no	43.6356	-2.35497	-0.550238	0.43359
Ind1082	99	S	no	no	-1.37915	-0.370809	0.565562
Ind1083	99	S	no	no	-3.51901	-1.25318	0.306897
Ind1084	99	S	no	no	-0.781004	-0.272745	0.280299
Ind1085	99	S	no	no	-2.3345	-1.83304	0.136496
Ind1086	99	S	no	no	0.110032	-0.827737	0.611477
Ind1087	99	S	no	no	-0.129754	-0.0736589	-0.00703562
Ind1088	99	S	no	no	-0.65524	1.13169	-0.200635
Ind1089	99	S	no	no	-0.688856	-0.331186	-0.359139
Ind1090	100	I	no	7.68036	-0.513177	-0.646753	0.15725
Ind1091	100	I	no	11.2821	-0.573373	0.904568	-0.522574
Ind1092	100	S	no	no	-0.92578	1.24822	-0.9388
Ind1093	100	S	no	no	-1.74719	-1.12077	0.129294
Ind1094	100	S	no	no	1.4099	-0.242595	-1.17369
Ind1095	100	S	no	no	-2.5071	-0.370756	0.924197
Ind1096	100	S	no	no	0.248491	-0.76097	0.401077
Ind1097	100	S	no	no	-0.408309	0.59214	-0.284743
Ind1098	100	S	no	no	0.109143	0.452951	0.0776952
Ind1099	100	S	no	no	0.876484	0.970704	0.472945
Ind1100	101	I	no	6.58999	0.437962	2.29463	0.324847
Ind1101	101	I	no	1.10435	0.237964	1.47259	-0.00717138
Ind1102	101	S	2.29574	35.5328	-1.04557	-0.85065	-0.12693
Ind1103	101	S	no	no	0.909821	-1.20062	-0.531045
Ind1104	101	S	no	no	-1.76003	-1.26267	-0.638537
Ind1105	101	S	1.99966	24.9783	-0.628903	0.998393	0.514208
Ind1106	101	S	1.38974	3.10851	0.345653	1.13035	-1.15939
Ind1107	101	S	no	no	0.152368	-2.34936	-0.312641
Ind1108	101	S	1.99638	3.30262	-0.0459417	1.62297	-4.78852e-05
Ind1109	101	S	no	no	1.10825	0.687049	0.486409
Ind1110	102	I	no	497.407	-1.2838	-0.581419	1.24897
Ind1111	102	I	no	39.2491	-1.57648	-1.58033	0.475929
Ind1112	102	S	2.69893	5.11111	0.154568	1.36415	0.163833
Ind1113	102	S	no	no	-1.14661	-0.0664831	0.585091
Ind1114	102	S	no	no	-1.71356	-0.368736	1.20927
Ind1115	102	S	no	no	0.833445	-0.280436	0.13038
Ind1116	102	S	no	no	0.0754399	0.0983799	-0.0870715
Ind1117	102	S	2.82687	29.131	-1.05199	1.64153	0.296193
Ind1118	102	S	no	no	-0.124968	0.561383	0.768622
Ind1119	102	S	no	no	0.119325	0.0288037	-0.225739
Ind1120	103	I	no	1.85513	1.25113	0.621278	-0.520442
Ind1121	103	I	no	1.58283	2.12151	-0.466521	-0.998959
Ind1122	103	S	no	no	0.594529	-0.116872	-0.718432
Ind1123	103	S	no	no	0.74814	1.57897	0.689948
Ind1124	103	S	no	no	0.987913	-0.231106	-0.735159
Ind1125	103	S	no	no	-0.880767	-0.619853	-0.858866
Ind1126	103	S	no	no	-1.61016	-0.523841	0.485336
Ind1127	103	S	no	no	-0.429975	-0.46005	-0.922239
Ind1128	103	S	1.46462	1.77778	0.375498	-0.310049	-0.674284
Ind1129	103	S	no	no	1.91306	0.957763	-0.547917
Ind1130	104	I	no	4.61365	-0.475149	0.51277	-0.259652
Ind1131	104	I	no	3.34027	0.398358	-0.536918	-1.01788
Ind1132	104	S	no	no	0.136522	-0.428972	0.187285
Ind1133	104	S	no	no	-1.46974	-0.295781	1.50062
Ind1134	104	S	no	no	1.01695	0.0880682	0.416012
Ind1135	104	S	no	no	1.51002	0.31038	-0.132633
Ind1136	104	S	no	no	-0.452453	-1.42678	-0.105616
Ind1137	104	S	no	no	0.460336	2.53553	-0.153851
Ind1138	104	S	no	no	-0.797115	1.43773	0.766786
Ind1139	104	S	no	no	-1.83162	-0.164081	0.143631
Ind1140	105	I	no	4.64019	-1.96786	-1.48343	0.00535878
Ind1141	105	I	no	22.0164	2.02874	0.686881	0.999446
Ind1142	105	S	21.3819	24.0275	0.427444	0.306	-0.884978
Ind1143	105	S	1.3791	5.8487	-0.542356	0.206262	-0.105454
Ind1144	105	S	6.10787	10.5173	2.04789	1.66157	0.0248972
Ind1145	105	S	10.7711	14.0382	0.253423	-0.328018	0.277998
Ind1146	105	S	4.79843	41.3975	0.90296	-0.580109	-0.0423832
Ind1147	105	S	8.16712	13.3915	-1.21305	-1.48317	-0.837375
Ind1148	105	S	32.1309	34.3456	-0.688333	-0.549307	-0.896087
Ind1149	105	S	19.6665	30.3777	1.05831	-1.59904	-0.822842
Ind1150	106	I	no	6.68143	-0.291941	-0.326274	0.0215524
Ind1151	106	I	no	5.19965	1.39868	0.248713	0.335194
Ind1152	106	S	13.5384	14.0228	0.639084	-0.292601	-0.514941
Ind1153	106	S	2.00507	14.4532	0.0570699	0.582633	0.117983
Ind1154	106	S	3.96493	15.2039	0.485063	0.342371	-0.193525
Ind1155	106	S	13.8524	28.8731	0.567479	0.514906	-0.549117
Ind1156	106	S	5.27465	8.23345	0.748851	-0.112872	-0.0181627
Ind1157	106	S	4.71087	11.235	1.41857	0.664859	-0.719936
Ind1158	106	S	no	no	-1.14474	-1.82603	0.0327231
Ind1159	106	S	6.86832	7.10865	-0.244699	-0.420782	-0.738791
Ind1160	107	I	no	3.76776	0.739994	0.601889	0.784
Ind1161	107	I	no	24.2881	0.322742	0.250368	0.792894
Ind1162	107	S	no	no	0.162437	-0.907236	-0.449955
Ind1163	107	S	no	no	0.0359647	0.914701	0.753245
Ind1164	107	S	no	no	-0.769643	-1.36058	-0.584721
Ind1165	107	S	no	no	-1.28487	-0.146226	-0.999225
Ind1166	107	S	no	no	-0.473507	-0.354075	0.256312
Ind1167	107	S	no	no	-0.151593	0.036333	-1.47234
Ind1168	107	S	16.7214	17.2155	1.14718	0.79267	-0.320436
Ind1169	107	S	no	no	-0.182241	0.540707	-0.57532
Ind1170	108	I	no	0.947022	1.04528	0.554616	0.121048
Ind1171	108	I	no	12.1732	-2.29999	-2.43248	0.372565
Ind1172	108	S	12.5793	13.2189	1.47185	-0.414445	-0.784639
Ind1173	108	S	2.4837	13.3998	1.05926	1.41909	0.147748
Ind1174	108	S	7.44937	24.0359	0.38594	0.22903	0.133831
Ind1175	108	S	0.244736	31.664	2.34305	-0.247144	-1.09659
Ind1176	108	S	1.48458	10.2703	1.20535	2.19036	-0.399927
Ind1177	108	S	no	no	0.0905578	-1.27239	-0.101519
Ind1178	108	S	no	no	-1.37672	-0.472942	0.649616
Ind1179	108	S	no	no	-0.0578139	-1.89318	-1.19436
Ind1180	109	I	no	0.334099	0.251926	-0.432964	-0.150356
Ind1181	109	I	no	26.708	1.17912	-1.32568	-0.0693268
Ind1182	109	S	3.39914	6.56555	-1.79931	0.588627	-0.106106
Ind1183	109	S	no	no	-0.633298	-2.15399	0.37995
Ind1184	109	S	5.05823	6.45194	-1.75838	-0.0817824	-0.938899
Ind1185	109	S	3.6502	22.0244	0.689961	1.00559	0.464527
Ind1186	109	S	0.91551	2.27029	-0.621218	0.829392	0.216906
Ind1187	109	S	0.493538	8.25625	1.14504	0.443133	0.709054
Ind1188	109	S	no	no	-0.812897	-0.433939	-0.871125
Ind1189	109	S	0.245379	2.47774	-1.34574	1.08574	-0.25577
Ind1190	110	I	no	1.42802	2.82504	0.89585	-0.363072
Ind1191	110	I	no	4.26088	1.42856	-2.11639	-0.4781
Ind1192	110	S	1.86595	10.5962	-2.61999	-0.714075	0.17231
Ind1193	110	S	2.37428	2.81391	2.28344	-0.220644	-1.97534
Ind1194	110	S	0.149147	1.00779	-0.447573	0.757711	0.757626
Ind1195	110	S	2.68969	40.6282	-0.605522	0.513399	0.191855
Ind1196	110	S	1.4134	29.0962	-0.789793	0.134328	0.258232
Ind1197	110	S	6.095	9.89821	-1.3647	0.578008	-1.15106
Ind1198	110	S	0.606426	6.49835	2.80127	2.21695	0.537401
Ind1199	110	S	no	no	-1.86172	-0.627203	0.840752
Ind1200	111	I	no	2.42115	-1.203	-1.45217	0.254547
Ind1201	111	I	no	11.5671	0.226052	-0.905081	-0.185208
Ind1202	111	S	no	no	1.2848	0.282619	0.152447
Ind1203	111	S	no	no	0.714699	0.646943	0.127692
Ind1204	111	S	no	no	-1.06314	0.653334	-0.0777663
Ind1205	111	S	no	no	0.0747244	1.17027	-0.199989
Ind1206	111	S	no	no	-0.507396	-1.29122	-0.589207
Ind1207	111	S	no	no	2.17569	0.750114	0.0737533
Ind1208	111	S	no	no	1.31317	-0.344955	-0.35519
Ind1209	111	S	no	no	-1.07231	-0.335695	0.445151
Ind1210	112	I	no	53.8381	0.292939	-0.574903	1.03385
Ind1211	112	I	no	4.95902	-0.673028	-0.113109	-0.131971
Ind1212	112	S	no	no	1.79254	0.256392	-1.10811
Ind1213	112	S	no	no	-0.58966	-0.584472	0.970918
Ind1214	112	S	no	no	-0.00896045	1.3102	-1.01563
Ind1215	112	S	no	no	-0.415967	0.530555	-1.43634
Ind1216	112	S	no	no	0.852229	-2.36963	-0.670382
Ind1217	112	S	no	no	-0.923991	-2.17056	-0.45331
Ind1218	112	S	no	no	-0.257187	1.18379	0.746753
Ind1219	112	S	no	no	0.141882	0.0311494	0.493677
Ind1220	113	I	no	0.507243	-0.598692	0.325601	-0.0118091
Ind1221	113	I	no	20.4212	0.426948	-0.273453	0.256552
Ind1222	113	S	no	no	1.45378	-1.50945	-0.853979
Ind1223	113	S	no	no	-1.27717	0.807944	0.858954
Ind1224	113	S	no	no	-0.435062	1.34011	0.830572
Ind1225	113	S	no	no	-0.384773	0.751347	-0.239912
Ind1226	113	S	no	no	0.185698	0.289045	0.150513
Ind1227	113	S	no	no	1.12172	0.134016	-0.617385
Ind1228	113	S	no	no	-1.5235	0.173693	-0.0772336
Ind1229	113	S	no	no	0.704353	0.0648514	-0.596354
Ind1230	114	I	no	4.70771	-0.0172111	-1.40922	-1.38184
Ind1231	114	I	no	1.87873	-2.08289	-0.725974	0.148147
Ind1232	114	S	no	no	-0.497316	0.689241	-1.26299
Ind1233	114	S	no	no	-1.3159	0.780195	1.31382
Ind1234	114	S	no	no	-1.65843	-0.202897	0.0537412
Ind1235	114	S	no	no	-2.07951	0.464391	1.1968
Ind1236	114	S	no	no	1.76117	-0.419562	0.0971507
Ind1237	114	S	no	no	1.29591	0.424457	-0.146712
Ind1238	114	S	no	no	-0.43922	1.27265	-0.533808
Ind1239	114	S	no	no	0.506997	0.00129522	-0.515362
Ind1240	115	I	no	5.46679	-0.0822069	-1.74636	-0.48863
Ind1241	115	I	no	3.77795	1.80409	1.51811	0.149969
Ind1242	115	S	18.4451	22.0097	1.67089	0.720019	-0.838717
Ind1243	115	S	0.0862978	54.7304	0.63837	0.940728	0.366586
Ind1244	115	S	no	no	0.455813	0.211124	0.0787082
Ind1245	115	S	17.2621	17.6752	0.318141	0.690392	-0.00992684
Ind1246	115	S	no	no	-1.56816	0.167857	-0.491121
Ind1247	115	S	23.5124	27.363	-1.46902	0.31939	0.33544
Ind1248	115	S	no	no	1.19179	0.764616	-0.718902
Ind1249	115	S	no	no	-1.43553	-1.15007	-0.158677
Ind1250	116	I	no	6.81532	-0.572244	0.883768	0.259889
Ind1251	116	I	no	2.04935	0.768206	-0.410528	-0.101518
Ind1252	116	S	1.06276	12.448	-1.71137	0.558234	0.229836
Ind1253	116	S	0.654378	42.875	-1.02658	1.65244	-0.656219
Ind1254	116	S	1.6867	38.716	0.917427	0.217595	0.363975
Ind1255	116	S	13.1596	15.8091	-0.453886	-0.889784	0.182527
Ind1256	116	S	0.736273	32.2431	2.74542	1.96219	0.982774
Ind1257	116	S	no	no	-0.0615566	-2.10753	-1.45685
Ind1258	116	S	1.88724	4.9192	0.00781337	-0.166532	-0.599235
Ind1259	116	S	1.31332	4.32321	-0.567253	-1.08287	-0.058743
Ind1260	117	I	no	16.6897	2.77444	2.03178	0.392972
Ind1261	117	I	no	6.16939	0.556926	0.227805	-0.189448
Ind1262	117	S	no	no	-2.35338	-0.513993	-0.439194
Ind1263	117	S	no	no	0.410717	-0.354435	-0.343973
Ind1264	117	S	0.0348147	1.61324	-0.210087	0.995144	0.411886
Ind1265	117	S	no	no	-0.624862	0.283551	-0.823595
Ind1266	117	S	2.10529	2.39454	1.12169	0.0214677	-0.621645
Ind1267	117	S	15.9529	26.4618	1.27333	1.1451	-0.66223
Ind1268	117	S	8.18438	74.9276	-0.606882	0.975855	0.865341
Ind1269	117	S	3.0895	4.02622	-0.405244	-0.195855	-0.134905
Ind1270	118	I	no	0.6819	-0.550502	-2.1347	-1.22043
Ind1271	118	I	no	86.7027	0.251214	0.664526	1.37484
Ind1272	118	S	2.80087	14.7153	0.224763	0.68115	-0.199685
Ind1273	118	S	25.5729	35.8441	0.493318	0.836822	0.164382
Ind1274	118	S	no	no	-1.48999	-0.351403	-0.61682
Ind1275	118	S	no	no	-0.464392	-0.870671	-0.599099
Ind1276	118	S	0.312408	7.07362	-0.01867	-0.71929	0.114865
Ind1277	118	S	no	no	0.368532	-0.935106	0.0738557
Ind1278	118	S	6.01542	10.7604	-0.972506	-0.285083	0.358566
Ind1279	118	S	32.0754	32.4567	-0.39337	0.0304787	-0.659759
Ind1280	119	I	no	1.33575	0.843276	-2.36867	-0.703884
Ind1281	119	I	no	8.8967	2.85342	-0.182118	-0.69883
Ind1282	119	S	no	no	0.118589	-2.26363	0.416655
Ind1283	119	S	no	no	0.624447	-0.546234	-0.107198
Ind1284	119	S	no	no	-2.13522	-2.1236	1.26999
Ind1285	119	S	7.32361	16.5189	-1.25239	-0.0913782	0.304066
Ind1286	119	S	no	no	1.12294	0.713376	0.265693
Ind1287	119	S	4.29333	8.86654	0.656826	0.910537	0.493674
Ind1288	119	S	1.47142	36.8843	0.971975	-0.0606765	0.744048
Ind1289	119	S	0.575674	4.05099	-0.165185	-1.44678	-0.177021
Ind1290	120	I	no	9.61058	-2.09228	-1.15824	0.446868
Ind1291	120	I	no	1.7544	-0.0791581	-0.611914	-0.931478
Ind1292	120	S	no	no	1.02958	0.239999	0.136022
Ind1293	120	S	no	no	-1.75735	-0.0426704	-0.721856
Ind1294	120	S	no	no	-0.921459	0.6502	1.22611
Ind1295	120	S	no	no	-0.60031	1.00705	0.840072
Ind1296	120	S	no	no	2.07473	0.235344	-0.331251
Ind1297	120	S	no	no	-1.59652	-1.26012	-0.322973
Ind1298	120	S	no	no	-0.0397899	-0.791111	0.193547
Ind1299	120	S	no	no	1.06856	-1.75836	-0.671773
Ind1300	121	I	no	8.48855	-0.471419	0.588866	1.69434
Ind1301	121	I	no	2.77847	1.19569	3.10837	0.323526
Ind1302	121	S	no	no	0.356886	0.654823	0.470687
