id,sire,dam,group,donor,It,Rt,g_a,g_e,type,init. comp.
12500,950,2900,688,0,no,no,-0.0311772,-0.260177,progeny,S
10089,709,2418,688,0,0.520931,1.50397,0.384938,0.983522,progeny,S
11128,813,2626,688,0,no,no,-0.201685,-1.26165,progeny,S
11422,843,2685,688,0,no,no,-2.62814,-0.603466,progeny,S
3424,43,1085,689,1,no,0.542306,0.979983,-0.0500272,progeny,I
3694,70,1139,689,0,no,no,0.55672,-0.42753,progeny,S
9265,627,2253,689,0,no,no,-0.85319,0.191234,progeny,S
3114,12,1023,689,0,no,no,-0.0912676,1.01129,progeny,S
5962,297,1593,689,0,no,no,-0.42129,-0.669281,progeny,S
12005,901,2801,690,1,no,4.441,-0.725664,-1.40789,progeny,I
11701,871,2741,690,0,2.12781,4.16849,-0.0949276,0.491996,progeny,S
11211,822,2643,690,0,5.12442,12.9981,-1.18104,1.19409,progeny,S
8285,529,2057,690,0,3.94606,5.90373,-0.502744,0.872945,progeny,S
6378,338,1676,690,0,1.50778,9.13317,0.440803,1.59838,progeny,S
4799,180,1360,691,1,no,11.1442,-0.601766,-0.281429,progeny,I
8768,577,2154,691,0,no,no,-0.863078,-0.403799,progeny,S
9436,644,2288,691,0,no,no,-1.21255,0.454602,progeny,S
5736,274,1548,691,0,no,no,-0.341283,-0.24409,progeny,S
5829,283,1566,691,0,no,no,-0.107943,-0.225646,progeny,S
8744,575,2149,692,1,no,26.1501,0.117066,-0.0782376,progeny,I
7428,443,1886,692,0,2.09954,9.52785,-0.181455,-0.623639,progeny,S
6088,309,1618,692,0,0.111158,20.8063,1.14014,0.198823,progeny,S
4282,129,1257,692,0,1.65585,6.83422,-0.60139,-0.569135,progeny,S
9502,651,2301,692,0,1.88882,18.4155,0.161867,0.503391,progeny,S
12838,984,2968,693,1,no,8.09362,0.145633,0.25011,progeny,I
8580,558,2116,693,0,7.03971,9.96685,-0.528409,-0.425616,progeny,S
4365,137,1273,693,0,0.0260758,1.75287,1.71667,-0.403268,progeny,S
10819,782,2564,693,0,no,no,-0.98639,0.00237822,progeny,S
3509,51,1102,693,0,no,no,-0.690624,0.0909858,progeny,S
6322,333,1665,694,1,no,2.55364,-0.850246,0.111469,progeny,I
5836,284,1568,694,0,0.76128,9.26007,0.0558832,0.0714818,progeny,S
10233,724,2447,694,0,1.12134,12.4341,-0.0159558,-0.140006,progeny,S
3277,28,1056,694,0,1.69104,17.7916,0.876841,0.750885,progeny,S
4562,157,1313,694,0,6.2141,10.7536,-1.09183,-0.641771,progeny,S
11047,805,2610,695,1,no,0.415649,0.179037,0.416733,progeny,I
8498,550,2100,695,0,0.875591,7.38998,-0.0778631,0.397934,progeny,S
4084,109,1217,695,0,0.164411,1.65733,2.0136,-0.00526124,progeny,S
5421,243,1485,695,0,no,no,0.183137,0.596394,progeny,S
3180,18,1036,695,0,no,no,0.342898,-0.977772,progeny,S
3680,68,1136,696,1,no,0.839909,0.430254,-0.709712,progeny,I
8885,589,2177,696,0,0.379407,4.95948,0.558664,1.06575,progeny,S
11729,873,2746,696,0,4.88145,7.31882,0.788441,-0.585811,progeny,S
8917,592,2184,696,0,no,no,-0.232805,-0.384658,progeny,S
9183,619,2237,696,0,no,no,-0.741994,0.589447,progeny,S
10722,773,2545,697,1,no,16.9146,0.492631,0.482828,progeny,I
11694,870,2739,697,0,6.46139,22.0723,0.471648,0.0704778,progeny,S
7171,418,1835,697,0,1.35624,7.29566,0.371981,-0.417629,progeny,S
8217,522,2044,697,0,10.5028,10.9104,1.54339,-0.743227,progeny,S
10586,759,2518,697,0,10.7351,21.3785,-1.36694,-1.62113,progeny,S
10769,777,2554,698,1,no,3.6391,0.268148,0.959258,progeny,I
11799,880,2760,698,0,3.13926,11.5705,0.0501511,-1.5508,progeny,S
7687,469,1938,698,0,1.57965,6.25833,1.0871,-0.0425867,progeny,S
6373,338,1675,698,0,2.75193,3.25385,0.352849,0.445632,progeny,S
12237,924,2848,698,0,1.51548,7.58015,0.903445,0.209354,progeny,S
8446,545,2090,699,1,no,8.37935,0.129665,-0.745768,progeny,I
9240,624,2248,699,0,8.21126,8.88777,-0.770484,0.832829,progeny,S
7941,495,1989,699,0,3.72004,17.6178,1.21049,0.522183,progeny,S
12043,905,2809,699,0,no,no,-1.0519,-0.790573,progeny,S
7239,424,1848,699,0,8.29291,8.88986,-0.424895,0.372564,progeny,S
4844,185,1369,700,1,no,5.97136,-0.486255,0.0144673,progeny,I
5691,270,1539,700,0,2.43756,4.2429,0.271066,0.249565,progeny,S
4470,147,1294,700,0,4.70418,7.54716,0.0815267,0.700352,progeny,S
9083,609,2217,700,0,no,no,-0.439853,0.588156,progeny,S
12416,942,2884,700,0,no,no,0.494663,-0.600891,progeny,S
11718,872,2744,701,1,no,0.698288,-0.683486,-0.35103,progeny,I
11977,898,2796,701,0,no,no,0.84845,-1.10462,progeny,S
8228,523,2046,701,0,no,no,-1.06814,-1.47752,progeny,S
3103,11,1021,701,0,no,no,0.528807,-0.395201,progeny,S
12128,913,2826,701,0,0.151202,1.83651,1.77324,-0.262822,progeny,S
6374,338,1675,702,1,no,0.133769,-1.02137,0.138751,progeny,I
6204,321,1641,702,0,no,no,-0.451678,0.525294,progeny,S
8848,585,2170,702,0,no,no,-0.261572,0.737129,progeny,S
10305,731,2461,702,0,no,no,-0.454485,0.624597,progeny,S
6387,339,1678,702,0,no,no,-0.267286,-0.191782,progeny,S
5811,282,1563,703,1,no,1.5321,-0.401599,0.115965,progeny,I
5024,203,1405,703,0,no,no,-0.861003,-0.427519,progeny,S
3966,97,1194,703,0,10.7049,15.2025,0.536611,-0.358135,progeny,S
9153,616,2231,703,0,0.222177,16.0006,0.253541,0.195218,progeny,S
9244,625,2249,703,0,1.08237,2.72787,0.0558772,0.679824,progeny,S
8393,540,2079,704,1,no,7.42236,0.286763,-0.439509,progeny,I
9720,672,2344,704,0,5.08998,7.22252,-1.12109,2.13331,progeny,S
12874,988,2975,704,0,0.636438,0.711154,-0.227582,0.771957,progeny,S
8732,574,2147,704,0,4.39865,12.2614,-0.208425,-0.00359058,progeny,S
6037,304,1608,704,0,2.1718,5.9265,-0.668345,0.652179,progeny,S
9381,639,2277,705,1,no,2.85496,0.493839,-1.09515,progeny,I
3070,7,1014,705,0,0.753841,20.6377,0.361152,0.0793384,progeny,S
5081,209,1417,705,0,2.4659,2.83107,0.775893,-0.536559,progeny,S
6012,302,1603,705,0,0.649233,2.65162,0.416738,0.541037,progeny,S
12134,914,2827,705,0,0.861158,8.93603,0.914931,-0.0221255,progeny,S
8400,540,2080,706,1,no,5.27896,1.02488,-0.722682,progeny,I
3614,62,1123,706,0,1.58829,8.57818,0.548802,-0.618787,progeny,S
10327,733,2466,706,0,1.85683,7.76015,0.328692,0.787209,progeny,S
10212,722,2443,706,0,4.53684,19.6196,0.912829,-1.22875,progeny,S
5949,295,1590,706,0,7.56994,36.4528,-0.275815,-0.120811,progeny,S
8942,595,2189,707,1,no,4.69097,0.59075,-0.766037,progeny,I
4371,138,1275,707,0,3.15933,3.3542,0.136923,0.671128,progeny,S
4429,143,1286,707,0,0.733727,15.2087,0.227051,0.189789,progeny,S
6475,348,1695,707,0,no,no,-0.204072,0.149069,progeny,S
9438,644,2288,707,0,4.97928,12.6813,-1.68,1.63546,progeny,S
8579,558,2116,708,1,no,1.89192,-0.087469,-0.0395803,progeny,I
4180,118,1236,708,0,1.8887,9.88935,-1.13396,0.29852,progeny,S
4778,178,1356,708,0,no,no,-0.597138,0.789476,progeny,S
12038,904,2808,708,0,0.211162,6.57326,-0.0743444,0.651902,progeny,S
9223,623,2245,708,0,0.204861,6.94526,0.0885919,0.665691,progeny,S
12141,915,2829,709,1,no,1.54552,0.482041,-0.544619,progeny,I
12346,935,2870,709,0,1.04336,7.24056,0.350143,0.238995,progeny,S
3720,72,1144,709,0,3.55213,6.7895,-0.32058,1.21077,progeny,S
5137,214,1428,709,0,0.177917,36.895,1.47896,0.356712,progeny,S
8555,556,2111,709,0,4.34047,13.4304,0.0783935,0.197599,progeny,S
5018,202,1404,710,1,no,9.66821,0.485432,0.0940301,progeny,I
7406,441,1882,710,0,1.82526,3.3637,-0.251423,1.34788,progeny,S
8536,554,2108,710,0,3.05275,9.10426,0.0591186,-0.331075,progeny,S
10277,728,2456,710,0,1.54861,4.58959,-0.245797,0.622973,progeny,S
9297,630,2260,710,0,2.61242,8.20414,-0.881711,1.08057,progeny,S
5527,253,1506,711,1,no,4.44703,-0.470472,-0.460526,progeny,I
3067,7,1014,711,0,14.7676,14.8293,-0.317548,-0.539782,progeny,S
12400,940,2880,711,0,4.21513,17.5631,-0.485077,0.740925,progeny,S
3126,13,1026,711,0,0.274463,2.43774,-0.0296447,1.27905,progeny,S
5250,225,1450,711,0,no,no,-0.888496,-0.917786,progeny,S
10791,780,2559,712,1,no,1.53483,-0.249374,0.288201,progeny,I
10199,720,2440,712,0,no,no,0.946308,-0.604227,progeny,S
4603,161,1321,712,0,no,no,0.215997,-0.329021,progeny,S
10099,710,2420,712,0,no,no,-0.150332,-0.492031,progeny,S
7350,435,1870,712,0,no,no,-0.378348,-0.946695,progeny,S
3627,63,1126,713,1,no,2.46897,-0.114992,0.877428,progeny,I
7865,487,1973,713,0,no,no,-0.118397,-0.389234,progeny,S
7932,494,1987,713,0,no,no,-1.21749,-0.0213617,progeny,S
7320,432,1864,713,0,no,no,-0.2042,0.428731,progeny,S
7442,445,1889,713,0,no,no,-0.160334,-0.566884,progeny,S
9640,664,2328,714,1,no,3.39407,-0.0735185,-0.424589,progeny,I
11191,820,2639,714,0,no,no,-0.936204,-0.508103,progeny,S
8347,535,2070,714,0,0.75636,4.0892,2.03082,-0.458974,progeny,S
9907,691,2382,714,0,0.868524,5.87864,0.864551,1.10246,progeny,S
6982,399,1797,714,0,no,no,-0.341873,-0.836293,progeny,S
11316,832,2664,715,1,no,6.39351,0.625374,-0.693548,progeny,I
6747,375,1750,715,0,5.29222,10.825,0.757077,0.0336686,progeny,S
11607,861,2722,715,0,8.83032,10.676,-0.721199,-1.31747,progeny,S
6485,349,1697,715,0,7.48991,8.41382,-0.579417,1.21992,progeny,S
10799,780,2560,715,0,5.01039,14.09,-0.0285677,0.256313,progeny,S
5195,220,1439,716,1,no,18.0145,-0.362941,-0.943182,progeny,I
3346,35,1070,716,0,no,no,-0.390397,-0.927161,progeny,S
11516,852,2704,716,0,8.70036,16.438,0.102026,0.372381,progeny,S
6834,384,1767,716,0,3.10152,3.71256,-0.0178474,0.936321,progeny,S
3711,72,1143,716,0,12.3774,15.2982,-0.243233,-0.210227,progeny,S
7681,469,1937,717,1,no,14.8239,-0.0470984,-0.446348,progeny,I
9062,607,2213,717,0,no,no,-0.740239,-0.408543,progeny,S
12788,979,2958,717,0,0.051818,12.6439,1.59879,1.12067,progeny,S
11395,840,2679,717,0,0.482795,17.0079,0.810403,0.644145,progeny,S
4865,187,1373,717,0,3.49858,13.521,-0.0175077,1.00919,progeny,S
12571,958,2915,718,1,no,1.95641,0.155789,1.51611,progeny,I
10466,747,2494,718,0,no,no,-1.05738,-0.225391,progeny,S
10811,782,2563,718,0,1.04147,3.88479,0.535893,-0.446311,progeny,S
9260,626,2252,718,0,no,no,0.560004,0.049213,progeny,S
3082,9,1017,718,0,1.87286,3.2631,0.213949,-0.144406,progeny,S
3776,78,1156,719,1,no,0.610344,0.621437,-0.17202,progeny,I
11599,860,2720,719,0,no,no,-1.3595,-0.0468709,progeny,S
7660,466,1932,719,0,no,no,0.310163,-0.629962,progeny,S
7446,445,1890,719,0,no,no,0.919279,0.146848,progeny,S
5801,281,1561,719,0,no,no,-0.173537,0.222237,progeny,S
7651,466,1931,720,1,no,3.71437,-0.792571,0.0337734,progeny,I
11317,832,2664,720,0,no,no,-0.613197,-0.626821,progeny,S
8725,573,2145,720,0,no,no,-1.20845,1.50175,progeny,S
6527,353,1706,720,0,no,no,0.0654058,-0.865106,progeny,S
12739,974,2948,720,0,1.31536,3.87819,-0.0795422,-0.0520654,progeny,S
12805,981,2961,721,1,no,5.61826,1.12702,0.0744618,progeny,I
4975,198,1395,721,0,no,no,-0.56291,-0.561852,progeny,S
3526,53,1106,721,0,0.534839,0.947141,-0.347971,0.157885,progeny,S
8145,515,2029,721,0,no,no,-0.784569,-0.103328,progeny,S
12534,954,2907,721,0,0.528835,21.4848,0.988532,0.78164,progeny,S
5359,236,1472,722,1,no,7.92834,0.561476,-0.165196,progeny,I
3756,76,1152,722,0,no,no,-0.564961,-0.811536,progeny,S
12024,903,2805,722,0,no,no,0.00945551,-0.354865,progeny,S
7767,477,1954,722,0,0.244831,0.318313,-1.22066,0.187267,progeny,S
11263,827,2653,722,0,no,no,0.345698,-0.288307,progeny,S
11021,803,2605,723,1,no,5.72177,1.85033,-0.522993,progeny,I
6508,351,1702,723,0,1.81582,7.01277,0.648773,0.285236,progeny,S
8439,544,2088,723,0,2.12914,2.47806,0.00183139,0.715619,progeny,S
8927,593,2186,723,0,no,no,0.0285877,-0.876304,progeny,S
4080,108,1216,723,0,1.73338,4.27156,0.324292,-0.0114522,progeny,S
3608,61,1122,724,1,no,12.2931,0.20059,-0.985872,progeny,I
9534,654,2307,724,0,10.4283,11.914,-0.316967,0.016733,progeny,S
10267,727,2454,724,0,4.62905,8.32008,-0.684084,0.985049,progeny,S
9273,628,2255,724,0,2.12404,2.78683,0.564613,-0.577072,progeny,S
4042,105,1209,724,0,1.65078,16.3823,0.609203,0.917976,progeny,S
12226,923,2846,725,1,no,13.777,-0.76892,0.245309,progeny,I
8049,505,2010,725,0,9.59175,10.508,-0.480849,0.423169,progeny,S
11528,853,2706,725,0,3.54802,9.25062,0.145699,-0.460576,progeny,S
6946,395,1790,725,0,2.99044,39.0663,0.851272,0.850896,progeny,S
12830,983,2966,725,0,11.1903,30.533,-0.235905,0.0167474,progeny,S
3908,91,1182,726,1,no,4.24281,-0.983293,-0.486719,progeny,I
12797,980,2960,726,0,0.490331,15.6653,0.335103,0.989441,progeny,S
9331,634,2267,726,0,2.56263,4.0663,0.589782,0.576931,progeny,S
6592,360,1719,726,0,0.151242,3.67241,-0.0225871,0.240199,progeny,S
12821,983,2965,726,0,3.42949,7.24451,-0.838298,-1.73697,progeny,S
3851,86,1171,727,1,no,0.235207,-0.109189,0.182763,progeny,I
11037,804,2608,727,0,no,no,-1.39768,-0.0540605,progeny,S
6046,305,1610,727,0,no,no,-0.982972,-0.187739,progeny,S
4572,158,1315,727,0,no,no,-0.415359,1.23055,progeny,S
8459,546,2092,727,0,no,no,-0.433391,-0.383407,progeny,S
8308,531,2062,728,1,no,8.16969,-1.91251,-0.52889,progeny,I
6124,313,1625,728,0,1.5171,2.36512,0.845942,0.214214,progeny,S
5939,294,1588,728,0,no,no,-0.0534495,-0.239221,progeny,S
12223,923,2845,728,0,4.15492,5.91337,-1.43312,1.55313,progeny,S
5830,283,1566,728,0,no,no,-0.948951,0.555037,progeny,S
5669,267,1534,729,1,no,1.10871,0.373767,-0.932043,progeny,I
4234,124,1247,729,0,0.214745,2.50492,1.06405,0.101512,progeny,S
12183,919,2837,729,0,1.23855,4.75155,0.610012,0.29134,progeny,S
5257,226,1452,729,0,no,no,0.628832,-0.733581,progeny,S
6763,377,1753,729,0,no,no,-0.807802,0.470868,progeny,S
12179,918,2836,730,1,no,24.0798,0.193951,0.238156,progeny,I
7655,466,1931,730,0,6.0141,13.5216,-0.41158,0.418755,progeny,S
10745,775,2549,730,0,5.69824,14.1003,-0.223715,1.07876,progeny,S
3662,67,1133,730,0,0.22802,13.2923,0.763385,0.463646,progeny,S
12865,987,2973,730,0,7.89781,15.5629,-0.777664,0.303074,progeny,S
5722,273,1545,731,1,no,6.0304,0.262663,-1.29307,progeny,I
10522,753,2505,731,0,no,no,-1.74134,-0.161799,progeny,S
11727,873,2746,731,0,2.42329,11.8091,0.830209,0.216627,progeny,S
10923,793,2585,731,0,4.68377,13.1361,0.523182,0.304686,progeny,S
3132,14,1027,731,0,3.28878,4.97518,0.854808,0.717123,progeny,S
6895,390,1779,732,1,no,0.547502,-0.0604847,0.575968,progeny,I
12548,955,2910,732,0,1.5311,2.34077,-0.0709915,-0.173909,progeny,S
7200,420,1840,732,0,3.86401,11.9797,-0.730262,1.13085,progeny,S
4936,194,1388,732,0,9.35838,17.6093,-0.946576,0.664854,progeny,S
5560,256,1512,732,0,0.496257,12.7476,0.0511337,0.528203,progeny,S
5440,244,1488,733,1,no,1.48651,0.352286,-0.240851,progeny,I
6896,390,1780,733,0,no,no,-0.318696,-0.905331,progeny,S
4405,141,1281,733,0,no,no,0.474606,-0.0357717,progeny,S
3087,9,1018,733,0,no,no,-0.162842,-0.290787,progeny,S
10991,800,2599,733,0,no,no,0.218247,-0.499996,progeny,S
11107,811,2622,734,1,no,0.28572,0.0717764,-0.146169,progeny,I
8652,566,2131,734,0,no,no,0.990438,-0.481035,progeny,S
8237,524,2048,734,0,no,no,-0.454279,-1.05784,progeny,S
12366,937,2874,734,0,no,no,0.323312,0.193063,progeny,S
4313,132,1263,734,0,no,no,-0.0426782,-0.358475,progeny,S
6831,384,1767,735,1,no,1.29846,0.0464362,0.123649,progeny,I
9615,662,2323,735,0,no,no,0.149621,-1.2433,progeny,S
3491,50,1099,735,0,3.87163,21.7741,0.591615,-0.00565342,progeny,S
4884,189,1377,735,0,0.0741295,6.59924,0.613833,0.334134,progeny,S
4950,195,1390,735,0,no,no,-0.623703,0.111137,progeny,S
12860,986,2972,736,1,no,3.3257,-1.04208,0.700559,progeny,I
10139,714,2428,736,0,9.70965,11.2599,-1.19243,0.928216,progeny,S
5792,280,1559,736,0,13.3469,14.2716,-0.400542,0.187417,progeny,S
11005,801,2601,736,0,8.5483,34.3618,0.152798,-0.0515438,progeny,S
10379,738,2476,736,0,2.43385,23.5939,0.0207406,0.543051,progeny,S
11662,867,2733,737,1,no,4.61308,0.0383333,0.427059,progeny,I
7866,487,1974,737,0,3.25265,9.66739,0.524498,0.014215,progeny,S
4481,149,1297,737,0,2.85411,28.1448,1.02005,-0.454398,progeny,S
4944,195,1389,737,0,3.65081,6.1032,-0.387114,0.489117,progeny,S
6753,376,1751,737,0,1.05006,21.4314,0.206809,1.06494,progeny,S
8648,565,2130,738,1,no,1.06234,1.8318,-0.0843804,progeny,I
10328,733,2466,738,0,no,no,0.794389,0.0479083,progeny,S
7459,446,1892,738,0,no,no,0.672983,-1.41972,progeny,S
10209,721,2442,738,0,no,no,0.437196,0.410156,progeny,S
8190,519,2038,738,0,no,no,-1.35828,-1.5551,progeny,S
5563,257,1513,739,1,no,7.26933,-0.450534,-0.250676,progeny,I
10487,749,2498,739,0,9.32742,14.5858,0.612837,-1.25409,progeny,S
5340,234,1468,739,0,5.34889,15.6192,0.364086,0.53242,progeny,S
6759,376,1752,739,0,7.13672,9.62711,0.272755,0.207877,progeny,S
8645,565,2129,739,0,1.47408,2.58272,1.75891,0.0626196,progeny,S
12360,936,2872,740,1,no,12.0019,0.411387,-0.633215,progeny,I
3825,83,1165,740,0,2.30892,25.2926,0.357981,1.30304,progeny,S
11138,814,2628,740,0,8.38822,13.4837,0.0494273,-0.412749,progeny,S
5572,258,1515,740,0,2.05012,10.0037,-0.222387,1.87705,progeny,S
12715,972,2943,740,0,12.1196,19.6075,0.263943,-0.571012,progeny,S
7951,496,1991,741,1,no,5.0145,0.624811,-0.581385,progeny,I
7214,422,1843,741,0,0.173552,1.83483,1.03316,0.439905,progeny,S
4693,170,1339,741,0,no,no,-0.758771,-1.51836,progeny,S
6997,400,1800,741,0,no,no,0.471459,-0.514052,progeny,S
10720,772,2544,741,0,4.5705,5.26953,0.024029,-0.610808,progeny,S
6366,337,1674,742,1,no,20.2412,-0.0144535,-0.38247,progeny,I
12004,901,2801,742,0,3.01315,4.65028,0.415781,0.183353,progeny,S
12794,980,2959,742,0,7.77921,9.86428,0.646042,-0.510154,progeny,S
10949,795,2590,742,0,no,no,0.578515,-1.56686,progeny,S
3483,49,1097,742,0,1.24136,13.5801,-0.346787,1.2163,progeny,S
3213,22,1043,743,1,no,8.40501,-0.986032,0.977751,progeny,I
4461,147,1293,743,0,0.0118359,6.84329,0.742683,-0.790447,progeny,S
8615,562,2123,743,0,no,no,-1.41269,-0.764279,progeny,S
10282,729,2457,743,0,7.97955,7.99232,-0.737855,-0.0595542,progeny,S
4262,127,1253,743,0,3.9591,5.29992,0.529548,-0.38335,progeny,S
11935,894,2787,744,1,no,0.327356,0.402848,0.484413,progeny,I
3159,16,1032,744,0,no,no,-0.730103,-0.150629,progeny,S
12132,914,2827,744,0,no,no,0.183092,0.610685,progeny,S
11961,897,2793,744,0,no,no,0.640364,0.326145,progeny,S
9889,689,2378,744,0,no,no,-0.318653,0.471064,progeny,S
10352,736,2471,745,1,no,2.6073,-0.0300858,0.947922,progeny,I
9815,682,2363,745,0,0.285289,14.6199,0.407079,0.983382,progeny,S
11254,826,2651,745,0,0.630732,1.79144,-1.49808,1.36653,progeny,S
6869,387,1774,745,0,no,no,-0.751545,0.324846,progeny,S
4143,115,1229,745,0,0.5239,16.0674,0.107248,1.09811,progeny,S
5360,236,1472,746,1,no,2.14062,0.872466,0.361536,progeny,I
6657,366,1732,746,0,8.51601,14.1365,-0.583192,-0.6025,progeny,S
6807,381,1762,746,0,1.3997,19.7524,-0.0321557,0.559286,progeny,S
5955,296,1591,746,0,0.763342,0.976262,0.0119107,0.825365,progeny,S
4922,193,1385,746,0,0.227569,18.3363,0.242745,1.3787,progeny,S
11776,878,2756,747,1,no,6.07467,0.0641563,-1.08602,progeny,I
5182,219,1437,747,0,1.18282,10.0859,-0.0864634,0.515366,progeny,S
11966,897,2794,747,0,1.61237,13.1865,0.922641,0.402786,progeny,S
10198,720,2440,747,0,0.948492,5.44627,1.68762,0.169384,progeny,S
4060,106,1212,747,0,1.17472,5.48104,-0.565406,-0.828395,progeny,S
5157,216,1432,748,1,no,0.300117,-0.081896,0.627342,progeny,I
11539,854,2708,748,0,no,no,0.187462,-0.265876,progeny,S
5190,219,1438,748,0,0.282787,3.21943,0.178318,1.3136,progeny,S
8945,595,2189,748,0,no,no,-1.102,0.421809,progeny,S
11879,888,2776,748,0,no,no,-0.240806,0.280931,progeny,S
3764,77,1153,749,1,no,4.22482,1.41892,-0.248599,progeny,I
7027,403,1806,749,0,3.50113,11.4584,-0.329552,-0.696215,progeny,S
9142,615,2229,749,0,2.10601,7.78082,0.637915,1.01552,progeny,S
8125,513,2025,749,0,3.34635,4.12143,1.081,0.543641,progeny,S
5328,233,1466,749,0,1.4057,5.94553,1.7308,-0.820825,progeny,S
6338,334,1668,750,1,no,8.9289,-0.592487,0.730208,progeny,I
6164,317,1633,750,0,1.42392,3.48838,-0.0769957,0.924618,progeny,S
4700,170,1340,750,0,1.03336,7.19867,-0.668209,-0.0929853,progeny,S
6848,385,1770,750,0,0.492227,2.16652,0.505379,-0.105563,progeny,S
12741,975,2949,750,0,no,no,-0.857225,0.104978,progeny,S
11649,865,2730,751,1,no,0.858231,0.942232,-0.531193,progeny,I
10499,750,2500,751,0,no,no,-0.759854,0.0102324,progeny,S
4526,153,1306,751,0,no,no,-1.24235,-0.603464,progeny,S
10628,763,2526,751,0,no,no,-0.545845,-0.561809,progeny,S
5751,276,1551,751,0,no,no,-0.490894,0.573438,progeny,S
8041,505,2009,752,1,no,2.71921,0.251242,-0.386213,progeny,I
8440,544,2088,752,0,4.36764,17.9829,0.122176,0.549045,progeny,S
11587,859,2718,752,0,8.42357,8.47252,0.378342,-0.845249,progeny,S
3233,24,1047,752,0,0.910596,15.5407,-0.609653,1.33175,progeny,S
7062,407,1813,752,0,1.46401,26.8387,-0.152352,0.628832,progeny,S
6818,382,1764,753,1,no,1.08671,0.289386,-0.902914,progeny,I
5413,242,1483,753,0,14.8943,15.5136,-0.466531,0.644462,progeny,S
12848,985,2970,753,0,no,no,-0.445715,-0.291982,progeny,S
4364,137,1273,753,0,4.2178,5.7655,-0.0867833,-0.299734,progeny,S
11965,897,2793,753,0,0.745022,18.5126,1.35328,0.64401,progeny,S
4719,172,1344,754,1,no,7.53962,0.653047,0.804908,progeny,I
5744,275,1549,754,0,no,no,0.394711,0.307888,progeny,S
11151,816,2631,754,0,no,no,0.217697,-0.280147,progeny,S
9690,669,2338,754,0,5.41836,7.21076,-0.788533,0.40494,progeny,S
9916,692,2384,754,0,no,no,1.0953,-0.898072,progeny,S
3952,96,1191,755,1,no,0.785065,0.220707,-0.174417,progeny,I
8454,546,2091,755,0,no,no,0.000568418,-0.707646,progeny,S
10842,785,2569,755,0,no,no,0.230975,-1.61643,progeny,S
10677,768,2536,755,0,no,no,-0.845069,0.0915449,progeny,S
12012,902,2803,755,0,no,no,0.686328,0.711808,progeny,S
10981,799,2597,756,1,no,2.35429,-1.15129,0.168736,progeny,I
11226,823,2646,756,0,no,no,0.852213,-0.571169,progeny,S
3933,94,1187,756,0,no,no,0.200544,0.2863,progeny,S
12049,905,2810,756,0,no,no,0.274486,-0.271385,progeny,S
8729,573,2146,756,0,no,no,0.374048,-1.08904,progeny,S
5658,266,1532,757,1,no,9.26944,0.766585,0.430575,progeny,I
8601,561,2121,757,0,0.888792,13.1813,0.796771,0.121309,progeny,S
4064,107,1213,757,0,3.77327,5.05142,-0.0659854,0.0599528,progeny,S
11844,885,2769,757,0,0.822876,12.0427,1.15339,0.396996,progeny,S
9507,651,2302,757,0,0.512099,1.7387,0.49366,1.04223,progeny,S
8521,553,2105,758,1,no,4.54123,0.336177,-0.163609,progeny,I
12841,985,2969,758,0,no,no,0.336528,0.421285,progeny,S
11079,808,2616,758,0,no,no,-0.396622,-0.0949246,progeny,S
11979,898,2796,758,0,no,no,-0.462903,0.561234,progeny,S
11034,804,2607,758,0,no,no,-1.41307,-0.627672,progeny,S
6754,376,1751,759,1,no,13.5292,0.0626851,0.584314,progeny,I
10140,714,2428,759,0,1.84603,14.7136,-1.12954,-0.171899,progeny,S
5761,277,1553,759,0,5.93512,16.5687,-1.05716,0.238762,progeny,S
6782,379,1757,759,0,1.79446,15.358,-0.953391,0.5238,progeny,S
5634,264,1527,759,0,1.10699,6.05251,0.153104,-0.194389,progeny,S
12103,911,2821,760,1,no,2.17856,0.0531605,0.0198113,progeny,I
11156,816,2632,760,0,no,no,0.73082,-1.17377,progeny,S
11009,801,2602,760,0,no,no,0.365155,-1.1868,progeny,S
9033,604,2207,760,0,no,no,-0.318415,-0.553224,progeny,S
8044,505,2009,760,0,no,no,0.671813,-1.19353,progeny,S
6062,307,1613,761,1,no,6.46427,-0.933151,0.370725,progeny,I
6503,351,1701,761,0,0.343847,1.0682,0.36549,1.14857,progeny,S
3626,63,1126,761,0,1.16127,31.2809,0.69548,-0.217659,progeny,S
6370,337,1674,761,0,no,no,0.385864,-1.07323,progeny,S
10105,711,2421,761,0,2.89046,7.09439,-0.386458,-0.129019,progeny,S
12682,969,2937,762,1,no,7.82555,0.240726,-0.629095,progeny,I
9399,640,2280,762,0,5.78535,9.4048,0.564224,-0.639506,progeny,S
7586,459,1918,762,0,6.58635,14.39,0.621915,-0.238588,progeny,S
5570,257,1514,762,0,6.49534,13.3095,-0.448366,-0.905025,progeny,S
11617,862,2724,762,0,0.829977,1.27573,0.48295,0.428562,progeny,S
6632,364,1727,763,1,no,7.96967,-1.01016,0.613682,progeny,I
5935,294,1587,763,0,6.09439,8.38919,0.758642,0.0406704,progeny,S
9373,638,2275,763,0,no,no,-0.846607,-0.13823,progeny,S
9988,699,2398,763,0,3.68919,11.3775,-0.613939,0.455613,progeny,S
3345,35,1069,763,0,no,no,-0.830695,-0.624459,progeny,S
10448,745,2490,764,1,no,5.21162,-0.648307,-1.22964,progeny,I
5952,296,1591,764,0,1.27382,10.485,0.574653,0.249707,progeny,S
