ID	Group	Init. Comp.	It	Rt
Ind1758	166	S	6.213	.
Ind1759	166	S	no	no
Ind1760	167	I	no	.
Ind1761	167	I	no	3.41228
Ind1762	167	S	.	.
Ind1763	167	S	.	.
Ind1764	167	S	2.13927	.
Ind1765	167	S	3.79471	.
Ind1766	167	S	.	15.9962
Ind1767	167	S	1.10827	11.7294
Ind1768	167	S	1.39325	11.9005
Ind1769	167	S	2.30098	.
Ind1770	168	I	no	15.845
Ind1771	168	I	no	5.12727
Ind1772	168	S	.	.
Ind1773	168	S	4.13278	.
Ind1774	168	S	.	.
Ind1775	168	S	2.29718	12.7773
Ind1776	168	S	.	.
Ind1777	168	S	.	9.72048
Ind1778	168	S	.	4.99864
Ind1779	168	S	7.89405	.
Ind1780	169	I	no	.
Ind1781	169	I	no	.
Ind1782	169	S	4.05279	11.7134
Ind1783	169	S	1.84491	8.65793
Ind1784	169	S	.	.
Ind1785	169	S	1.37784	.
Ind1786	169	S	2.08507	.
Ind1787	169	S	3.50025	.
Ind1788	169	S	.	16.0973
Ind1789	169	S	0.998609	7.77737
Ind1790	170	I	no	.
Ind1791	170	I	no	5.09496
Ind1792	170	S	.	20.547
Ind1793	170	S	7.83163	10.1365
Ind1794	170	S	.	.
Ind1795	170	S	.	.
Ind1796	170	S	.	.
Ind1797	170	S	6.04927	.
Ind1798	170	S	.	.
Ind1799	170	S	.	17.5935
Ind1800	171	I	no	.
Ind1801	171	I	no	.
Ind1802	171	S	.	21.896
Ind1803	171	S	17.7184	.
Ind1804	171	S	.	7.42069
Ind1805	171	S	9.85889	.
Ind1806	171	S	.	.
Ind1807	171	S	.	8.40893
Ind1808	171	S	.	13.0102
Ind1809	171	S	.	.
Ind1810	172	I	no	6.73125
Ind1811	172	I	no	.
Ind1812	172	S	.	22.4068
Ind1813	172	S	no	no
Ind1814	172	S	9.03279	.
Ind1815	172	S	.	.
Ind1816	172	S	2.72755	.
Ind1817	172	S	5.1968	13.3688
Ind1818	172	S	.	17.0301
Ind1819	172	S	.	.
Ind1820	173	I	no	10.8882
Ind1821	173	I	no	10.8147
Ind1822	173	S	.	.
Ind1823	173	S	.	.
Ind1824	173	S	.	8.27514
Ind1825	173	S	.	7.45786
Ind1826	173	S	.	.
Ind1827	173	S	.	13.3597
Ind1828	173	S	.	11.8954
Ind1829	173	S	5.23459	11.3887
Ind1830	174	I	no	8.44922
Ind1831	174	I	no	.
Ind1832	174	S	.	10.2848
Ind1833	174	S	3.44267	7.77076
Ind1834	174	S	.	.
Ind1835	174	S	.	.
Ind1836	174	S	.	.
Ind1837	174	S	4.25798	.
Ind1838	174	S	.	.
Ind1839	174	S	.	12.5768
Ind1840	175	I	no	.
Ind1841	175	I	no	8.84273
Ind1842	175	S	3.18057	.
Ind1843	175	S	.	.
Ind1844	175	S	7.06491	9.86096
Ind1845	175	S	2.81556	.
Ind1846	175	S	.	8.09962
Ind1847	175	S	7.98757	.
Ind1848	175	S	.	.
Ind1849	175	S	.	8.36263
Ind1850	176	I	no	5.59884
Ind1851	176	I	no	.
Ind1852	176	S	.	.
Ind1853	176	S	1.36638	3.30668
Ind1854	176	S	no	no
Ind1855	176	S	1.9253	.
Ind1856	176	S	0.786218	4.96436
Ind1857	176	S	0.0490737	.
Ind1858	176	S	no	no
Ind1859	176	S	no	no
Ind1860	177	I	no	5.05193
Ind1861	177	I	no	9.99819
Ind1862	177	S	1.91327	5.32836
Ind1863	177	S	.	.
Ind1864	177	S	2.75639	20.7863
Ind1865	177	S	1.94	.
Ind1866	177	S	.	.
Ind1867	177	S	.	.
Ind1868	177	S	8.94949	.
Ind1869	177	S	.	6.2526
Ind1870	178	I	no	.
Ind1871	178	I	no	9.33171
Ind1872	178	S	.	.
Ind1873	178	S	.	7.84493
Ind1874	178	S	.	26.9423
Ind1875	178	S	.	4.13672
Ind1876	178	S	3.76994	20.1201
Ind1877	178	S	.	.
Ind1878	178	S	4.58577	9.87912
Ind1879	178	S	.	22.8761
Ind1880	179	I	no	.
Ind1881	179	I	no	7.392
Ind1882	179	S	2.6069	.
Ind1883	179	S	.	9.08209
Ind1884	179	S	1.78955	.
Ind1885	179	S	3.6458	.
Ind1886	179	S	4.40063	13.0791
Ind1887	179	S	.	9.451
Ind1888	179	S	7.19894	.
Ind1889	179	S	.	9.14967
Ind1890	180	I	no	.
Ind1891	180	I	no	.
Ind1892	180	S	.	15.3428
Ind1893	180	S	.	.
Ind1894	180	S	3.86104	.
Ind1895	180	S	.	.
Ind1896	180	S	.	18.4355
Ind1897	180	S	1.23053	17.8594
Ind1898	180	S	.	.
Ind1899	180	S	.	.
Ind1900	181	I	no	.
Ind1901	181	I	no	5.58865
Ind1902	181	S	6.1242	.
Ind1903	181	S	.	.
Ind1904	181	S	0.766403	.
Ind1905	181	S	.	10.4031
Ind1906	181	S	1.81183	3.88667
Ind1907	181	S	.	.
Ind1908	181	S	.	11.4593
Ind1909	181	S	4.27351	10.359
Ind1910	182	I	no	5.29658
Ind1911	182	I	no	.
Ind1912	182	S	.	.
Ind1913	182	S	.	.
Ind1914	182	S	4.66716	.
Ind1915	182	S	.	.
Ind1916	182	S	1.3653	.
Ind1917	182	S	7.16743	20.4525
Ind1918	182	S	.	.
Ind1919	182	S	3.29899	.
Ind1920	183	I	no	19.9689
Ind1921	183	I	no	5.64232
Ind1922	183	S	3.45265	12.2933
Ind1923	183	S	.	.
Ind1924	183	S	0.0852844	7.5561
Ind1925	183	S	.	14.4647
Ind1926	183	S	6.64928	.
Ind1927	183	S	.	15.8163
Ind1928	183	S	.	.
Ind1929	183	S	.	14.355
Ind1930	184	I	no	5.09668
Ind1931	184	I	no	.
Ind1932	184	S	5.24204	.
Ind1933	184	S	.	17.0065
Ind1934	184	S	.	11.6666
Ind1935	184	S	.	.
Ind1936	184	S	5.23151	.
Ind1937	184	S	1.25253	8.91912
Ind1938	184	S	.	.
Ind1939	184	S	.	16.8413
Ind1940	185	I	no	.
Ind1941	185	I	no	.
Ind1942	185	S	8.20022	11.9694
Ind1943	185	S	10.0519	.
Ind1944	185	S	.	.
Ind1945	185	S	.	13.5505
Ind1946	185	S	8.65069	.
Ind1947	185	S	.	7.27293
Ind1948	185	S	.	.
Ind1949	185	S	10.6156	14.2655
Ind1950	186	I	no	.
Ind1951	186	I	no	.
Ind1952	186	S	.	.
Ind1953	186	S	0.736665	.
Ind1954	186	S	6.32779	.
Ind1955	186	S	1.56768	5.93602
Ind1956	186	S	5.47441	.
Ind1957	186	S	.	.
Ind1958	186	S	.	6.99961
Ind1959	186	S	.	.
Ind1960	187	I	no	.
Ind1961	187	I	no	.
Ind1962	187	S	6.65927	12.9687
Ind1963	187	S	9.31435	.
Ind1964	187	S	5.77201	.
Ind1965	187	S	.	.
Ind1966	187	S	6.97368	.
Ind1967	187	S	7.20756	14.2934
Ind1968	187	S	.	.
Ind1969	187	S	.	.
Ind1970	188	I	no	10.599
Ind1971	188	I	no	3.89668
Ind1972	188	S	2.54812	6.12443
Ind1973	188	S	2.3993	.
Ind1974	188	S	0.24768	.
Ind1975	188	S	.	.
Ind1976	188	S	.	.
Ind1977	188	S	1.49941	5.72802
Ind1978	188	S	.	.
Ind1979	188	S	.	.
Ind1980	189	I	no	1.11661
Ind1981	189	I	no	.
Ind1982	189	S	.	.
Ind1983	189	S	.	.
Ind1984	189	S	.	.
Ind1985	189	S	no	no
Ind1986	189	S	2.01964	5.37952
Ind1987	189	S	.	12.6085
Ind1988	189	S	4.22396	.
Ind1989	189	S	0.208769	.
Ind1990	190	I	no	12.8077
Ind1991	190	I	no	7.57563
Ind1992	190	S	.	.
Ind1993	190	S	.	8.05721
Ind1994	190	S	7.56915	.
Ind1995	190	S	0.567619	10.0918
Ind1996	190	S	.	.
Ind1997	190	S	.	.
Ind1998	190	S	4.45918	11.3278
Ind1999	190	S	.	.
Ind2000	191	I	no	.
Ind2001	191	I	no	8.13853
Ind2002	191	S	.	.
Ind2003	191	S	.	2.15973
Ind2004	191	S	10.6878	.
Ind2005	191	S	0.979359	10.5377
Ind2006	191	S	3.29765	13.4328
Ind2007	191	S	3.12237	.
Ind2008	191	S	4.35588	.
Ind2009	191	S	.	13.1966
Ind2010	192	I	no	.
Ind2011	192	I	no	.
Ind2012	192	S	.	.
Ind2013	192	S	17.1367	.
Ind2014	192	S	.	24.0586
Ind2015	192	S	no	no
Ind2016	192	S	10.4444	14.4708
Ind2017	192	S	19.0859	.
Ind2018	192	S	4.38726	.
Ind2019	192	S	.	.
Ind2020	193	I	no	.
Ind2021	193	I	no	.
Ind2022	193	S	.	.
Ind2023	193	S	2.0482	.
Ind2024	193	S	2.74258	.
Ind2025	193	S	1.52586	24.9959
Ind2026	193	S	.	13.947
Ind2027	193	S	.	22.8151
Ind2028	193	S	4.28158	9.52928
Ind2029	193	S	1.43802	8.78377
Ind2030	194	I	no	5.40773
Ind2031	194	I	no	11.9049
Ind2032	194	S	.	.
Ind2033	194	S	10.3862	23.122
Ind2034	194	S	3.72497	5.8064
Ind2035	194	S	.	12.2736
Ind2036	194	S	3.41166	.
Ind2037	194	S	.	.
Ind2038	194	S	1.61497	.
Ind2039	194	S	.	.
Ind2040	195	I	no	.
Ind2041	195	I	no	.
Ind2042	195	S	.	.
Ind2043	195	S	.	7.55743
Ind2044	195	S	.	6.68622
Ind2045	195	S	.	4.29129
Ind2046	195	S	.	.
Ind2047	195	S	.	15.1212
Ind2048	195	S	.	.
Ind2049	195	S	2.65808	11.8641
Ind2050	196	I	no	.
Ind2051	196	I	no	5.56746
Ind2052	196	S	3.39214	10.7145
Ind2053	196	S	0.808375	.
Ind2054	196	S	.	20.1717
Ind2055	196	S	5.77626	8.9327
Ind2056	196	S	.	.
Ind2057	196	S	2.42534	.
Ind2058	196	S	2.14881	.
Ind2059	196	S	2.836	9.39403
Ind2060	197	I	no	3.33015
Ind2061	197	I	no	4.72961
Ind2062	197	S	.	10.8544
Ind2063	197	S	.	11.1052
Ind2064	197	S	.	.
Ind2065	197	S	.	.
Ind2066	197	S	1.00978	.
Ind2067	197	S	2.24608	.
Ind2068	197	S	0.498906	7.13402
Ind2069	197	S	.	.
Ind2070	198	I	no	.
Ind2071	198	I	no	.
Ind2072	198	S	.	17.809
Ind2073	198	S	5.16297	.
Ind2074	198	S	8.62947	11.1771
Ind2075	198	S	1.18698	.
Ind2076	198	S	2.62789	.
Ind2077	198	S	.	.
Ind2078	198	S	.	19.3553
Ind2079	198	S	.	.
Ind2080	199	I	no	.
Ind2081	199	I	no	4.82253
Ind2082	199	S	2.45036	.
Ind2083	199	S	6.49862	10.7255
Ind2084	199	S	no	no
Ind2085	199	S	.	6.66167
Ind2086	199	S	no	no
Ind2087	199	S	no	no
Ind2088	199	S	no	no
Ind2089	199	S	.	.
Ind2090	200	I	no	.
Ind2091	200	I	no	.
Ind2092	200	S	4.83249	.
Ind2093	200	S	.	.
Ind2094	200	S	.	16.7565
Ind2095	200	S	.	8.8483
Ind2096	200	S	.	.
Ind2097	200	S	.	.
Ind2098	200	S	14.1499	.
Ind2099	200	S	8.6238	13.2422
